codInst,codCurso,Inst,Curso,Grau,Vagas,Colocados,Nota,Sobras
0160,9384,Universidade dos Açores - Faculdade de Ciências e Tecnologia,Informática - Redes e Multimédia,L1,25,10,124.2,15
0160,9864,Universidade dos Açores - Faculdade de Ciências e Tecnologia,Ciênc de Engenharia-Eng Civil; Eng Mecânica; Eng Eletrot e de Comput (Pre),PM,22,15,131.5,7
0170,9081,Universidade dos Açores - Faculdade de Economia e Gestão,Economia,L1,20,5,152.2,15
0170,9147,Universidade dos Açores - Faculdade de Economia e Gestão,Gestão,L1,50,50,120.7,0
0170,9254,Universidade dos Açores - Faculdade de Economia e Gestão,Turismo,L1,25,25,129.0,0
0200,9351,Universidade do Algarve,Ciências Biomédicas,L1,50,50,108.6,0
0201,8509,Universidade do Algarve - Faculdade de Ciências Humanas e Sociais,Património Cultural e Arqueologia,L1,24,23,102.0,1
0201,9204,Universidade do Algarve - Faculdade de Ciências Humanas e Sociais,"Línguas, Literaturas e Culturas",L1,23,23,105.5,0
0201,9219,Universidade do Algarve - Faculdade de Ciências Humanas e Sociais,Psicologia,L1,65,65,139.7,0
0201,9817,Universidade do Algarve - Faculdade de Ciências Humanas e Sociais,Artes Visuais,L1,25,26,112.0,0
0201,9821,Universidade do Algarve - Faculdade de Ciências Humanas e Sociais,Ciências da Educação e da Formação,L1,28,30,107.2,0
0201,9834,Universidade do Algarve - Faculdade de Ciências Humanas e Sociais,Línguas e Comunicação,L1,30,34,104.8,0
0203,8258,Universidade do Algarve - Faculdade de Ciências e Tecnologia,Arquitetura Paisagista,L1,20,9,110.2,11
0203,9003,Universidade do Algarve - Faculdade de Ciências e Tecnologia,Agronomia,L1,20,3,141.4,17
0203,9011,Universidade do Algarve - Faculdade de Ciências e Tecnologia,Biologia,L1,40,26,102.2,14
0203,9013,Universidade do Algarve - Faculdade de Ciências e Tecnologia,Biologia Marinha,L1,60,54,108.0,6
0203,9015,Universidade do Algarve - Faculdade de Ciências e Tecnologia,Bioquímica,L1,21,6,113.0,15
0203,9016,Universidade do Algarve - Faculdade de Ciências e Tecnologia,Biotecnologia,L1,20,10,112.6,10
0203,9119,Universidade do Algarve - Faculdade de Ciências e Tecnologia,Engenharia Informática,L1,70,63,101.5,7
0203,9210,Universidade do Algarve - Faculdade de Ciências e Tecnologia,Matemática Aplicada à Economia e à Gestão,L1,25,19,109.2,6
0203,9494,Universidade do Algarve - Faculdade de Ciências e Tecnologia,Ciências Farmacêuticas,MI,45,45,127.6,0
0203,9540,Universidade do Algarve - Faculdade de Ciências e Tecnologia,Bioengenharia,L1,22,3,136.1,19
0203,L123,Universidade do Algarve - Faculdade de Ciências e Tecnologia,Gestão Marinha e Costeira,L1,25,16,106.0,9
0204,9081,Universidade do Algarve - Faculdade de Economia,Economia,L1,30,28,103.0,2
0204,9152,Universidade do Algarve - Faculdade de Economia,Gestão de Empresas,L1,55,56,137.0,0
0204,9240,Universidade do Algarve - Faculdade de Economia,Sociologia,L1,30,30,119.0,0
0300,9002,Universidade de Aveiro,Administração Pública,L1,55,55,139.4,0
0300,9011,Universidade de Aveiro,Biologia,L1,98,98,129.0,0
0300,9012,Universidade de Aveiro,Biologia e Geologia,L1,24,22,110.0,2
0300,9015,Universidade de Aveiro,Bioquímica,L1,60,60,147.2,0
0300,9016,Universidade de Aveiro,Biotecnologia,L1,58,58,155.4,0
0300,9041,Universidade de Aveiro,Ciências do Mar,L1,30,30,115.0,0
0300,9069,Universidade de Aveiro,Design,L1,52,52,157.4,0
0300,9081,Universidade de Aveiro,Economia,L1,48,48,159.2,0
0300,9119,Universidade de Aveiro,Engenharia Informática,L1,60,60,162.5,0
0300,9141,Universidade de Aveiro,Física,L1,20,20,126.5,0
0300,9146,Universidade de Aveiro,Geologia,L1,20,14,101.6,6
0300,9147,Universidade de Aveiro,Gestão,L1,40,40,165.2,0
0300,9194,Universidade de Aveiro,Línguas e Estudos Editoriais,L1,25,28,142.2,0
0300,9196,Universidade de Aveiro,Línguas e Relações Empresariais,L1,70,70,150.2,0
0300,9204,Universidade de Aveiro,"Línguas, Literaturas e Culturas",L1,29,29,136.2,0
0300,9209,Universidade de Aveiro,Matemática,L1,27,27,141.2,0
0300,9212,Universidade de Aveiro,"Meteorologia, Oceanografia e Geofísica",L1,20,17,108.0,3
0300,9215,Universidade de Aveiro,Novas Tecnologias da Comunicação,L1,66,66,137.0,0
0300,9219,Universidade de Aveiro,Psicologia,L1,33,33,142.5,0
0300,9223,Universidade de Aveiro,Química,L1,20,20,139.2,0
0300,9252,Universidade de Aveiro,Tradução,L1,35,35,136.8,0
0300,9351,Universidade de Aveiro,Ciências Biomédicas,L1,72,72,159.3,0
0300,9359,Universidade de Aveiro,Engenharia Biomédica,MI,35,37,163.0,0
0300,9360,Universidade de Aveiro,Engenharia Civil,MI,20,20,122.6,0
0300,9361,Universidade de Aveiro,Engenharia de Computadores e Telemática,MI,85,85,139.0,0
0300,9363,Universidade de Aveiro,Engenharia de Materiais,MI,25,25,139.0,0
0300,9365,Universidade de Aveiro,Engenharia Eletrónica e Telecomunicações,MI,83,77,110.3,6
0300,9368,Universidade de Aveiro,Engenharia Física,MI,40,40,146.0,0
0300,9369,Universidade de Aveiro,Engenharia Mecânica,MI,101,101,148.0,0
0300,9461,Universidade de Aveiro,Engenharia Química,MI,40,40,139.6,0
0300,9508,Universidade de Aveiro,Engenharia do Ambiente,MI,22,13,117.0,9
0300,9509,Universidade de Aveiro,Engenharia e Gestão Industrial,MI,75,75,159.4,0
0300,9853,Universidade de Aveiro,Educação Básica,L1,40,40,125.8,0
0300,G009,Universidade de Aveiro,Engenharia Computacional,MI,28,26,113.0,2
0300,L187,Universidade de Aveiro,Gestão e Planeamento em Turismo,L1,26,26,139.8,0
0400,8184,Universidade da Beira Interior,Optometria e Ciências da Visão,L1,25,22,100.3,3
0400,8470,Universidade da Beira Interior,Engenharia Aeronáutica,MI,45,45,165.6,0
0400,9015,Universidade da Beira Interior,Bioquímica,L1,45,45,116.5,0
0400,9016,Universidade da Beira Interior,Biotecnologia,L1,45,36,105.0,9
0400,9020,Universidade da Beira Interior,Ciência Política e Relações Internacionais,L1,35,36,148.0,0
0400,9023,Universidade da Beira Interior,Ciências da Comunicação,L1,45,47,136.8,0
0400,9025,Universidade da Beira Interior,Ciências da Cultura,L1,20,21,104.1,0
0400,9048,Universidade da Beira Interior,Cinema,L1,45,46,130.6,0
0400,9071,Universidade da Beira Interior,Design de Moda,L1,50,52,125.7,0
0400,9074,Universidade da Beira Interior,Design Industrial,L1,35,35,111.0,0
0400,9075,Universidade da Beira Interior,Design Multimédia,L1,40,41,125.2,0
0400,9081,Universidade da Beira Interior,Economia,L1,45,46,134.0,0
0400,9104,Universidade da Beira Interior,Engenharia e Gestão Industrial,L1,22,22,129.2,0
0400,9105,Universidade da Beira Interior,Engenharia Eletromecânica,L1,30,21,120.5,9
0400,9112,Universidade da Beira Interior,Engenharia Eletrotécnica e de Computadores,L1,20,4,124.1,16
0400,9119,Universidade da Beira Interior,Engenharia Informática,L1,70,70,125.2,0
0400,9147,Universidade da Beira Interior,Gestão,L1,65,66,145.9,0
0400,9205,Universidade da Beira Interior,Marketing,L1,35,40,118.6,0
0400,9219,Universidade da Beira Interior,Psicologia,L1,50,50,146.4,0
0400,9225,Universidade da Beira Interior,Química Industrial,L1,20,14,114.7,6
0400,9240,Universidade da Beira Interior,Sociologia,L1,40,42,123.6,0
0400,9257,Universidade da Beira Interior,Arquitetura,MI,55,48,103.0,7
0400,9351,Universidade da Beira Interior,Ciências Biomédicas,L1,60,61,131.9,0
0400,9360,Universidade da Beira Interior,Engenharia Civil,MI,20,0,,20
0400,9494,Universidade da Beira Interior,Ciências Farmacêuticas,MI,60,60,141.0,0
0400,9540,Universidade da Beira Interior,Bioengenharia,L1,20,7,121.5,13
0400,9707,Universidade da Beira Interior,Ciências do Desporto,L1,60,61,126.6,0
0400,9813,Universidade da Beira Interior,Medicina,MI,140,140,175.3,0
0400,9835,Universidade da Beira Interior,Matemática e Aplicações,L1,20,11,110.6,9
0400,9918,Universidade da Beira Interior,Estudos Portugueses e Espanhóis,L1,25,16,100.0,9
0400,L042,Universidade da Beira Interior,Informática Web,L1,20,12,112.2,8
0501,8408,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,Química Medicinal,L1,30,30,123.5,0
0501,9011,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,Biologia,L1,95,96,113.5,0
0501,9015,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,Bioquímica,L1,60,60,139.3,0
0501,9104,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,Engenharia e Gestão Industrial,L1,50,50,144.5,0
0501,9119,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,Engenharia Informática,L1,135,135,146.5,0
0501,9141,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,Física,L1,25,25,129.3,0
0501,9146,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,Geologia,L1,33,17,107.0,16
0501,9209,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,Matemática,L1,40,40,139.0,0
0501,9223,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,Química,L1,30,21,113.8,9
0501,9257,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,Arquitetura,MI,61,61,135.8,0
0501,9359,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,Engenharia Biomédica,MI,60,60,164.8,0
0501,9360,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,Engenharia Civil,MI,62,25,113.8,37
0501,9367,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,Engenharia Eletrotécnica e de Computadores,MI,115,99,120.5,16
0501,9368,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,Engenharia Física,MI,32,32,153.3,0
0501,9369,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,Engenharia Mecânica,MI,110,110,137.5,0
0501,9448,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,Antropologia,L1,47,47,109.5,0
0501,9461,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,Engenharia Química,MI,45,44,130.8,1
0501,9508,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,Engenharia do Ambiente,MI,30,6,104.3,24
0501,9891,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,Design e Multimédia,L1,65,66,145.0,0
0502,8067,Universidade de Coimbra - Faculdade de Direito,Administração Público-Privada,L1,41,45,153.0,0
0502,9078,Universidade de Coimbra - Faculdade de Direito,Direito,L1,334,336,160.5,0
0503,9081,Universidade de Coimbra - Faculdade de Economia,Economia,L1,154,155,145.0,0
0503,9147,Universidade de Coimbra - Faculdade de Economia,Gestão,L1,89,89,159.5,0
0503,9229,Universidade de Coimbra - Faculdade de Economia,Relações Internacionais,L1,41,41,168.5,0
0503,9240,Universidade de Coimbra - Faculdade de Economia,Sociologia,L1,41,41,138.0,0
0504,9494,Universidade de Coimbra - Faculdade de Farmácia,Ciências Farmacêuticas,MI,186,186,142.3,0
0504,9819,Universidade de Coimbra - Faculdade de Farmácia,Ciências Bioanalíticas,L1,36,36,108.0,0
0504,9832,Universidade de Coimbra - Faculdade de Farmácia,Farmácia Biomédica,L1,37,34,116.3,3
0505,8393,Universidade de Coimbra - Faculdade de Letras,Português,L1,36,40,108.5,0
0505,9006,Universidade de Coimbra - Faculdade de Letras,Arqueologia,L1,25,26,118.0,0
0505,9132,Universidade de Coimbra - Faculdade de Letras,Estudos Artísticos,L1,35,38,136.5,0
0505,9133,Universidade de Coimbra - Faculdade de Letras,Estudos Clássicos,L1,20,20,116.0,0
0505,9135,Universidade de Coimbra - Faculdade de Letras,Estudos Europeus,L1,33,33,149.0,0
0505,9139,Universidade de Coimbra - Faculdade de Letras,Filosofia,L1,28,30,129.5,0
0505,9143,Universidade de Coimbra - Faculdade de Letras,Geografia,L1,56,57,125.0,0
0505,9181,Universidade de Coimbra - Faculdade de Letras,História,L1,63,63,138.0,0
0505,9182,Universidade de Coimbra - Faculdade de Letras,História da Arte,L1,24,25,120.0,0
0505,9694,Universidade de Coimbra - Faculdade de Letras,Ciência da Informação,L1,27,27,128.4,0
0505,9773,Universidade de Coimbra - Faculdade de Letras,Jornalismo e Comunicação,L1,50,50,153.5,0
0505,9779,Universidade de Coimbra - Faculdade de Letras,Línguas Modernas,L1,87,91,138.5,0
0505,L109,Universidade de Coimbra - Faculdade de Letras,"Turismo, Território e Patrimónios",L1,40,40,141.0,0
0506,9548,Universidade de Coimbra - Faculdade de Medicina,Medicina Dentária,MI,42,42,173.8,0
0506,9813,Universidade de Coimbra - Faculdade de Medicina,Medicina,MI,255,255,179.7,0
0507,9026,Universidade de Coimbra - Faculdade de Psicologia e de Ciências da Educação,Ciências da Educação,L1,70,70,128.0,0
0507,9238,Universidade de Coimbra - Faculdade de Psicologia e de Ciências da Educação,Serviço Social,L1,32,34,143.0,0
0507,9555,Universidade de Coimbra - Faculdade de Psicologia e de Ciências da Educação,Psicologia,MI,130,132,155.4,0
0508,8368,Universidade de Coimbra - Faculdade de Ciências do Desporto e Educação Física,Ciências do Desporto (regime pós-laboral),L1,25,26,122.1,0
0508,9707,Universidade de Coimbra - Faculdade de Ciências do Desporto e Educação Física,Ciências do Desporto,L1,95,96,132.2,0
0602,8262,Universidade de Évora - Escola de Ciências e Tecnologia,Biologia Humana,L1,30,26,113.0,4
0602,9003,Universidade de Évora - Escola de Ciências e Tecnologia,Agronomia,L1,35,19,102.0,16
0602,9011,Universidade de Évora - Escola de Ciências e Tecnologia,Biologia,L1,45,30,110.1,15
0602,9015,Universidade de Évora - Escola de Ciências e Tecnologia,Bioquímica,L1,38,27,112.4,11
0602,9016,Universidade de Évora - Escola de Ciências e Tecnologia,Biotecnologia,L1,30,16,106.2,14
0602,9119,Universidade de Évora - Escola de Ciências e Tecnologia,Engenharia Informática,L1,50,51,119.3,0
0602,9143,Universidade de Évora - Escola de Ciências e Tecnologia,Geografia,L1,25,25,113.2,0
0602,9146,Universidade de Évora - Escola de Ciências e Tecnologia,Geologia,L1,10,1,118.6,9
0602,9210,Universidade de Évora - Escola de Ciências e Tecnologia,Matemática Aplicada à Economia e à Gestão,L1,40,23,111.6,17
0602,9707,Universidade de Évora - Escola de Ciências e Tecnologia,Ciências do Desporto,L1,46,47,127.9,0
0602,9751,Universidade de Évora - Escola de Ciências e Tecnologia,Engenharia Mecatrónica,L1,40,16,120.5,24
0602,9752,Universidade de Évora - Escola de Ciências e Tecnologia,Enologia,L1,10,4,114.0,6
0602,9818,Universidade de Évora - Escola de Ciências e Tecnologia,Ciência e Tecnologia Animal,L1,35,20,102.2,15
0602,9841,Universidade de Évora - Escola de Ciências e Tecnologia,Reabilitação Psicomotora,L1,27,9,113.6,18
0602,9847,Universidade de Évora - Escola de Ciências e Tecnologia,Medicina Veterinária,MI,55,55,154.9,0
0602,9910,Universidade de Évora - Escola de Ciências e Tecnologia,Engenharia de Energias Renováveis,L1,20,4,122.6,16
0602,L090,Universidade de Évora - Escola de Ciências e Tecnologia,Ecologia e Ambiente,L1,20,9,105.4,11
0603,9069,Universidade de Évora - Escola de Artes,Design,L1,35,36,133.4,0
0603,9243,Universidade de Évora - Escola de Artes,Teatro,L1,22,22,131.2,0
0603,9257,Universidade de Évora - Escola de Artes,Arquitetura,MI,40,26,115.4,14
0603,9347,Universidade de Évora - Escola de Artes,Artes Plásticas e Multimédia,L1,42,36,120.9,6
0604,8251,Universidade de Évora - Escola de Ciências Sociais,História e Arqueologia,L1,32,32,120.9,0
0604,9026,Universidade de Évora - Escola de Ciências Sociais,Ciências da Educação,L1,25,26,119.5,0
0604,9081,Universidade de Évora - Escola de Ciências Sociais,Economia,L1,40,34,108.1,6
0604,9147,Universidade de Évora - Escola de Ciências Sociais,Gestão,L1,65,66,137.8,0
0604,9219,Universidade de Évora - Escola de Ciências Sociais,Psicologia,L1,52,53,145.8,0
0604,9229,Universidade de Évora - Escola de Ciências Sociais,Relações Internacionais,L1,56,58,144.0,0
0604,9240,Universidade de Évora - Escola de Ciências Sociais,Sociologia,L1,40,40,124.5,0
0604,9254,Universidade de Évora - Escola de Ciências Sociais,Turismo,L1,40,41,130.6,0
0604,9787,Universidade de Évora - Escola de Ciências Sociais,Património Cultural,L1,25,20,107.0,5
0604,9853,Universidade de Évora - Escola de Ciências Sociais,Educação Básica,L1,20,8,117.2,12
0604,L047,Universidade de Évora - Escola de Ciências Sociais,Línguas e Literaturas,L1,45,45,98.6,0
0901,9554,Universidade Nova de Lisboa - Faculdade de Ciências Médicas,Ciências da Nutrição,L1,20,20,158.5,0
0901,9813,Universidade Nova de Lisboa - Faculdade de Ciências Médicas,Medicina,MI,231,231,177.3,0
0902,8109,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,Sociologia (regime pós-laboral),L1,24,25,127.0,0
0902,9006,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,Arqueologia,L1,27,27,128.0,0
0902,9020,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,Ciência Política e Relações Internacionais,L1,70,73,174.0,0
0902,9023,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,Ciências da Comunicação,L1,80,80,172.0,0
0902,9040,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,Ciências da Linguagem,L1,20,21,130.0,0
0902,9046,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,Ciências Musicais,L1,45,45,129.5,0
0902,9139,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,Filosofia,L1,25,26,144.5,0
0902,9145,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,Geografia e Planeamento Regional,L1,57,60,138.5,0
0902,9181,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,História,L1,45,45,154.0,0
0902,9182,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,História da Arte,L1,40,41,122.5,0
0902,9204,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,"Línguas, Literaturas e Culturas",L1,75,77,145.5,0
0902,9240,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,Sociologia,L1,55,56,141.0,0
0902,9252,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,Tradução,L1,60,62,151.0,0
0902,9448,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,Antropologia,L1,43,43,122.5,0
0902,9917,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,Estudos Portugueses,L1,20,20,118.0,0
0903,8036,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,Conservação - Restauro,L1,24,24,144.2,0
0903,8334,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,Engenharia de Micro e Nanotecnologias,MI,55,55,149.8,0
0903,9015,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,Bioquímica,L1,80,80,154.0,0
0903,9116,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,Engenharia Geológica,L1,20,20,121.2,0
0903,9209,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,Matemática,L1,25,25,169.2,0
0903,9224,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,Química Aplicada,L1,30,30,143.2,0
0903,9348,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,Biologia Celular e Molecular,L1,65,65,162.0,0
0903,9359,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,Engenharia Biomédica,MI,57,57,172.2,0
0903,9360,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,Engenharia Civil,MI,47,47,128.2,0
0903,9363,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,Engenharia de Materiais,MI,23,23,151.8,0
0903,9367,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,Engenharia Eletrotécnica e de Computadores,MI,156,156,138.4,0
0903,9368,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,Engenharia Física,MI,25,25,167.8,0
0903,9369,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,Engenharia Mecânica,MI,75,75,158.8,0
0903,9370,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,Engenharia Química e Bioquímica,Mi,67,67,147.8,0
0903,9508,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,Engenharia do Ambiente,MI,52,52,134.8,0
0903,9509,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,Engenharia e Gestão Industrial,MI,55,55,159.4,0
0903,G005,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,Engenharia Informática,MI,170,170,151.4,0
0903,L167,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,Matemática Aplicada à Gestão do Risco,L1,20,20,168.2,0
0904,9081,Universidade Nova de Lisboa - Faculdade de Economia,Economia,L1,195,196,171.0,0
0904,9147,Universidade Nova de Lisboa - Faculdade de Economia,Gestão,L1,195,195,176.5,0
0906,8259,Universidade Nova de Lisboa - Instituto Superior de Estatística e Gestão de Informação,Sistemas e Tecnologias de Informação,L1,37,38,161.3,0
0906,9155,Universidade Nova de Lisboa - Instituto Superior de Estatística e Gestão de Informação,Gestão de Informação,L1,56,57,171.3,0
0911,9078,Universidade Nova de Lisboa - Faculdade de Direito,Direito,L1,93,93,166.6,0
1000,8005,Universidade do Minho,Marketing (regime pós-laboral),L1,50,50,151.6,0
1000,8183,Universidade do Minho,Geografia e Planeamento,L1,40,41,126.6,0
1000,8184,Universidade do Minho,Optometria e Ciências da Visão,L1,33,22,120.4,11
1000,8358,Universidade do Minho,Direito (regime pós-laboral),L1,15,15,165.6,0
1000,8427,Universidade do Minho,Educação (regime pós-laboral),L1,21,21,126.6,0
1000,8494,Universidade do Minho,Design de Produto,L1,33,33,150.5,0
1000,9002,Universidade do Minho,Administração Pública,L1,41,41,153.4,0
1000,9006,Universidade do Minho,Arqueologia,L1,20,20,113.6,0
1000,9012,Universidade do Minho,Biologia e Geologia,L1,49,49,113.0,0
1000,9015,Universidade do Minho,Bioquímica,L1,66,66,145.6,0
1000,9019,Universidade do Minho,Ciência Política,L1,30,30,153.2,0
1000,9023,Universidade do Minho,Ciências da Comunicação,L1,65,67,160.8,0
1000,9078,Universidade do Minho,Direito,L1,110,110,168.6,0
1000,9081,Universidade do Minho,Economia,L1,87,87,165.0,0
1000,9134,Universidade do Minho,Estudos Culturais,L1,20,20,139.2,0
1000,9139,Universidade do Minho,Filosofia,L1,25,26,120.2,0
1000,9141,Universidade do Minho,Física,L1,27,27,151.4,0
1000,9146,Universidade do Minho,Geologia,L1,20,14,107.4,6
1000,9147,Universidade do Minho,Gestão,L1,73,73,170.0,0
1000,9181,Universidade do Minho,História,L1,35,36,142.6,0
1000,9192,Universidade do Minho,Línguas Aplicadas,L1,50,50,161.2,0
1000,9195,Universidade do Minho,Línguas e Literaturas Europeias,L1,59,60,141.0,0
1000,9209,Universidade do Minho,Matemática,L1,28,28,134.0,0
1000,9223,Universidade do Minho,Química,L1,27,15,122.4,12
1000,9229,Universidade do Minho,Relações Internacionais,L1,65,65,160.6,0
1000,9240,Universidade do Minho,Sociologia,L1,57,57,139.8,0
1000,9243,Universidade do Minho,Teatro,L1,25,26,116.8,0
1000,9257,Universidade do Minho,Arquitetura,MI,55,55,158.5,0
1000,9353,Universidade do Minho,Educação,L1,50,50,134.2,0
1000,9358,Universidade do Minho,Engenharia Biológica,MI,42,42,144.0,0
1000,9359,Universidade do Minho,Engenharia Biomédica,MI,65,65,170.6,0
1000,9360,Universidade do Minho,Engenharia Civil,MI,36,24,114.6,12
1000,9363,Universidade do Minho,Engenharia de Materiais,MI,27,27,150.0,0
1000,9364,Universidade do Minho,Engenharia de Polímeros,MI,30,30,130.8,0
1000,9366,Universidade do Minho,Engenharia Eletrónica Industrial e Computadores,MI,88,88,137.0,0
1000,9368,Universidade do Minho,Engenharia Física,MI,35,35,167.2,0
1000,9369,Universidade do Minho,Engenharia Mecânica,MI,82,82,160.2,0
1000,9371,Universidade do Minho,Engenharia Têxtil,MI,25,25,122.6,0
1000,9379,Universidade do Minho,Ciências do Ambiente,L1,38,38,117.0,0
1000,9381,Universidade do Minho,Estatística Aplicada,L1,22,22,128.8,0
1000,9397,Universidade do Minho,Ciências da Computação,L1,74,74,136.2,0
1000,9499,Universidade do Minho,Design e Marketing de Moda,L1,30,30,156.2,0
1000,9509,Universidade do Minho,Engenharia e Gestão Industrial,MI,55,55,175.8,0
1000,9555,Universidade do Minho,Psicologia,MI,65,65,151.6,0
1000,9688,Universidade do Minho,Biologia Aplicada,L1,58,58,128.4,0
1000,9785,Universidade do Minho,Negócios Internacionais,L1,31,31,153.6,0
1000,9813,Universidade do Minho,Medicina,MI,120,120,182.2,0
1000,9817,Universidade do Minho,Artes Visuais,L1,25,25,150.0,0
1000,9853,Universidade do Minho,Educação Básica,L1,35,36,133.8,0
1000,9869,Universidade do Minho,Contabilidade (regime pós-laboral),L1,42,42,145.0,0
1000,9917,Universidade do Minho,Estudos Portugueses,L1,30,30,115.6,0
1000,G001,Universidade do Minho,Engenharia e Gestão de Sistemas de Informação,MI,140,140,139.0,0
1000,G005,Universidade do Minho,Engenharia Informática,MI,170,170,160.6,0
1000,G007,Universidade do Minho,Engenharia de Telecomunicações e Informática,MI,40,33,110.8,7
1000,L078,Universidade do Minho,Criminologia e Justiça Criminal,L1,35,35,161.0,0
1000,L112,Universidade do Minho,Proteção Civil e Gestão do Território,L1,30,18,113.8,12
1000,L147,Universidade do Minho,Estudos Orientais: Estudos Chineses e Japoneses,L1,35,38,151.0,0
1101,9554,Universidade do Porto - Faculdade de Ciências da Nutrição e da Alimentação,Ciências da Nutrição,L1,65,65,152.0,0
