codCurso,Curso,Vagas,codInst
L079,Tecnologias de Informação,65,65,65,1503
L096,Engenharia Geoespacial,20,20,20,1503
8358,Direito (regime pós-laboral),86,88,86,1504
9078,Direito,445,446,445,1504
9494,Ciências Farmacêuticas,209,209,209,1505
8104,"Estudos Artísticos, variante de Artes do Espetáculo",49,49,49,1506
8413,Artes e Humanidades,60,61,60,1506
8458,Estudos Gerais,60,61,60,1506
9006,Arqueologia,38,38,38,1506
9040,Ciências da Linguagem,35,35,35,1506
9131,Estudos Africanos,20,21,20,1506
9133,Estudos Clássicos,20,20,20,1506
9135,Estudos Europeus,59,60,59,1506
9139,Filosofia,43,44,43,1506
9181,História,61,62,61,1506
9182,História da Arte,51,51,51,1506
9204,"Línguas, Literaturas e Culturas",200,204,200,1506
9252,Tradução,61,61,61,1506
9914,Estudos Asiáticos,27,28,27,1506
9917,Estudos Portugueses,20,20,20,1506
L097,Estudos Comparatistas,20,20,20,1506
L145,Estudos de Cultura e Comunicação,56,57,56,1506
9554,Ciências da Nutrição,30,30,30,1507
9813,Medicina,295,295,295,1507
9548,Medicina Dentária,65,65,65,1508
9556,Higiene Oral,42,43,42,1508
9791,Prótese Dentária,30,30,30,1508
9847,Medicina Veterinária,109,109,109,1509
9068,Dança,19,12,19,1510
9162,Gestão do Desporto,31,32,31,1510
9707,Ciências do Desporto,140,141,140,1510
9753,Ergonomia,20,20,20,1510
9841,Reabilitação Psicomotora,52,55,52,1510
9555,Psicologia,137,137,137,1511
L040,Educação e Formação,72,74,72,1513
8411,Planeamento e Gestão do Território,43,44,43,1514
9143,Geografia,99,100,99,1514
8258,Arquitetura Paisagista,20,21,20,1515
8377,Engenharia Florestal e dos Recursos Naturais,20,10,20,1515
9011,Biologia,40,40,40,1515
9086,Engenharia Agronómica,60,60,60,1515
9087,Engenharia Alimentar,40,20,40,1515
9099,Engenharia do Ambiente,22,20,22,1515
9129,Engenharia Zootécnica,30,22,30,1515
8014,Serviço Social (regime pós-laboral),37,37,37,1516
8102,Administração Pública (regime pós-laboral),46,48,46,1516
8109,Sociologia (regime pós-laboral),35,36,35,1516
8111,Gestão de Recursos Humanos (regime pós-laboral),55,59,55,1516
8363,Administração Pública e Políticas do Território (regime pós-laboral),35,35,35,1516
8364,Relações Internacionais (regime pós-laboral),55,55,55,1516
9002,Administração Pública,80,82,80,1516
9019,Ciência Política,53,55,53,1516
9023,Ciências da Comunicação,58,61,58,1516
9157,Gestão de Recursos Humanos,70,70,70,1516
9229,Relações Internacionais,80,80,80,1516
9238,Serviço Social,54,54,54,1516
9240,Sociologia,55,57,55,1516
9448,Antropologia,47,47,47,1516
9081,Economia,138,138,138,1517
9140,Finanças,34,34,34,1517
9147,Gestão,168,168,168,1517
9210,Matemática Aplicada à Economia e à Gestão,38,38,38,1517
A001,Gestão (ensino em Inglês),29,29,29,1517
A006,Economia (ensino em inglês),24,24,24,1517
9121,Engenharia Informática e de Computadores,170,170,170,1518
9257,Arquitetura,47,47,47,1518
9345,Matemática Aplicada e Computação,33,33,33,1518
9357,Engenharia Aeroespacial,80,81,80,1518
9358,Engenharia Biológica,61,61,61,1518
9359,Engenharia Biomédica,57,57,57,1518
9360,Engenharia Civil,129,129,129,1518
9363,Engenharia de Materiais,25,25,25,1518
9367,Engenharia Eletrotécnica e de Computadores,220,220,220,1518
9369,Engenharia Mecânica,160,161,160,1518
9458,Engenharia Física Tecnológica,60,61,60,1518
9461,Engenharia Química,75,75,75,1518
9508,Engenharia do Ambiente,31,31,31,1518
9913,Engenharia Geológica e de Minas,20,20,20,1518
L162,Engenharia Naval e Oceânica,30,30,30,1518
9098,Engenharia de Telecomunicações e Informática,55,55,55,1519
9104,Engenharia e Gestão Industrial,61,61,61,1519
9121,Engenharia Informática e de Computadores,90,90,90,1519
9912,Engenharia Eletrónica,34,34,34,1519
8005,Marketing (regime pós-laboral),20,21,20,3011
8449,Contabilidade (regime de ensino a distância),20,2,20,3011
9056,Contabilidade,78,78,78,3011
9140,Finanças,20,20,20,3011
9205,Marketing,33,33,33,3011
9869,Contabilidade (regime pós-laboral),20,20,20,3011
9888,Finanças (regime pós-laboral),20,20,20,3011
8016,Tecnologias da Informação,25,17,25,3012
