codInst,codCurso,Inst,Curso,Grau,Vagas,Colocados,Nota,Sobras
1000,L147,Universidade do Minho,Estudos Orientais: Estudos Chineses e Japoneses,L1,40,42,158.8,0
1101,9554,Universidade do Porto - Faculdade de Ciências da Nutrição e da Alimentação,Ciências da Nutrição,L1,69,69,158.5,0
1102,9257,Universidade do Porto - Faculdade de Arquitetura,Arquitetura,MI,122,125,180.5,0
1103,8258,Universidade do Porto - Faculdade de Ciências,Arquitetura Paisagista,L1,35,36,137.5,0
1103,9011,Universidade do Porto - Faculdade de Ciências,Biologia,L1,159,163,156.5,0
1103,9015,Universidade do Porto - Faculdade de Ciências,Bioquímica,L1,94,95,175.5,0
1103,9141,Universidade do Porto - Faculdade de Ciências,Física,L1,52,53,176.3,0
1103,9146,Universidade do Porto - Faculdade de Ciências,Geologia,L1,47,47,115.5,0
1103,9209,Universidade do Porto - Faculdade de Ciências,Matemática,L1,69,70,165.0,0
1103,9223,Universidade do Porto - Faculdade de Ciências,Química,L1,66,45,113.3,22
1103,9368,Universidade do Porto - Faculdade de Ciências,Engenharia Física,MI,69,71,176.0,0
1103,9696,Universidade do Porto - Faculdade de Ciências,Ciência de Computadores,L1,57,58,161.0,0
1103,9709,Universidade do Porto - Faculdade de Ciências,Ciências e Tecnologia do Ambiente,L1,56,57,136.5,0
1103,9812,Universidade do Porto - Faculdade de Ciências,Engenharia de Redes e Sistemas Informáticos,MI,79,79,148.5,0
1103,L096,Universidade do Porto - Faculdade de Ciências,Engenharia Geoespacial,L1,28,10,126.5,19
1104,9081,Universidade do Porto - Faculdade de Economia,Economia,L1,246,250,178.0,0
1104,9147,Universidade do Porto - Faculdade de Economia,Gestão,L1,191,199,185.0,0
1105,9360,Universidade do Porto - Faculdade de Engenharia,Engenharia Civil,MI,155,157,122.3,0
1105,9367,Universidade do Porto - Faculdade de Engenharia,Engenharia Eletrotécnica e de Computadores,MI,245,246,166.0,0
1105,9369,Universidade do Porto - Faculdade de Engenharia,Engenharia Mecânica,MI,192,193,185.5,0
1105,9459,Universidade do Porto - Faculdade de Engenharia,Engenharia Informática e Computação,MI,173,176,183.0,0
1105,9460,Universidade do Porto - Faculdade de Engenharia,Engenharia Metalúrgica e de Materiais,MI,44,45,155.8,0
1105,9461,Universidade do Porto - Faculdade de Engenharia,Engenharia Química,MI,69,69,178.0,0
1105,9493,Universidade do Porto - Faculdade de Engenharia,Bioengenharia,MI,77,78,191.0,0
1105,9508,Universidade do Porto - Faculdade de Engenharia,Engenharia do Ambiente,MI,40,40,144.8,0
1105,9509,Universidade do Porto - Faculdade de Engenharia,Engenharia e Gestão Industrial,MI,93,93,191.3,0
1105,9897,Universidade do Porto - Faculdade de Engenharia,Ciências de Engenharia - Engenharia de Minas e Geoambiente,L1,35,15,111.8,21
1106,9494,Universidade do Porto - Faculdade de Farmácia,Ciências Farmacêuticas,MI,191,193,161.0,0
1107,9006,Universidade do Porto - Faculdade de Letras,Arqueologia,L1,33,34,143.2,0
1107,9040,Universidade do Porto - Faculdade de Letras,Ciências da Linguagem,L1,34,35,136.2,0
1107,9139,Universidade do Porto - Faculdade de Letras,Filosofia,L1,53,54,143.6,0
1107,9143,Universidade do Porto - Faculdade de Letras,Geografia,L1,84,86,136.6,0
1107,9181,Universidade do Porto - Faculdade de Letras,História,L1,79,80,162.4,0
1107,9182,Universidade do Porto - Faculdade de Letras,História da Arte,L1,35,35,156.2,0
1107,9192,Universidade do Porto - Faculdade de Letras,Línguas Aplicadas,L1,52,55,175.6,0
1107,9197,Universidade do Porto - Faculdade de Letras,Línguas e Relações Internacionais,L1,56,62,183.8,0
1107,9204,Universidade do Porto - Faculdade de Letras,"Línguas, Literaturas e Culturas",L1,83,85,168.6,0
1107,9240,Universidade do Porto - Faculdade de Letras,Sociologia,L1,51,51,158.0,0
1107,9694,Universidade do Porto - Faculdade de Letras,Ciência da Informação,L1,46,49,144.4,0
1107,9701,Universidade do Porto - Faculdade de Letras,"Ciências da Comunicação: Jornalismo, Assessoria, Multimédia",L1,74,75,170.2,0
1107,9917,Universidade do Porto - Faculdade de Letras,Estudos Portugueses,L1,29,29,142.6,0
1108,9813,Universidade do Porto - Faculdade de Medicina,Medicina,MI,245,248,188.5,0
1109,9026,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,Ciências da Educação,L1,65,65,148.5,0
1109,9555,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,Psicologia,MI,107,111,175.0,0
1110,9708,Universidade do Porto - Instituto de Ciências Biomédicas Abel Salazar,Ciências do Meio Aquático,L1,36,36,155.0,0
1110,9813,Universidade do Porto - Instituto de Ciências Biomédicas Abel Salazar,Medicina,MI,155,162,189.8,0
1110,9847,Universidade do Porto - Instituto de Ciências Biomédicas Abel Salazar,Medicina Veterinária,MI,64,65,178.0,0
1111,9707,Universidade do Porto - Faculdade de Desporto,Ciências do Desporto,L1,145,146,155.5,0
1113,9548,Universidade do Porto - Faculdade de Medicina Dentária,Medicina Dentária,MI,65,66,182.0,0
1114,9066,Universidade do Porto - Faculdade de Direito,Criminologia,L1,53,54,170.2,0
1114,9078,Universidade do Porto - Faculdade de Direito,Direito,L1,156,160,181.2,0
1201,9086,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Agrárias e Veterinárias,Engenharia Agronómica,L1,23,18,122.5,5
1201,9114,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Agrárias e Veterinárias,Engenharia Florestal,L1,10,5,120.2,5
1201,9129,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Agrárias e Veterinárias,Engenharia Zootécnica,L1,25,21,121.4,4
1201,9752,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Agrárias e Veterinárias,Enologia,L1,37,31,108.0,6
1201,9847,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Agrárias e Veterinárias,Medicina Veterinária,MI,87,88,171.2,0
1202,9005,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,Animação Sociocultural,L1,30,28,104.8,2
1202,9023,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,Ciências da Comunicação,L1,68,69,141.7,0
1202,9081,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,Economia,L1,58,58,140.1,0
1202,9147,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,Gestão,L1,68,68,157.8,0
1202,9196,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,Línguas e Relações Empresariais,L1,65,66,142.6,0
1202,9204,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,"Línguas, Literaturas e Culturas",L1,40,41,129.8,0
1202,9219,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,Psicologia,L1,73,75,153.9,0
1202,9238,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,Serviço Social,L1,50,50,138.9,0
1202,9254,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,Turismo,L1,56,56,130.6,0
1202,9803,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,Teatro e Artes Performativas,L1,25,25,120.3,0
1202,9853,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,Educação Básica,L1,20,20,121.8,0
1203,9052,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,Comunicação e Multimédia,L1,62,63,131.3,0
1203,9089,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,Engenharia Civil,L1,10,3,121.7,7
1203,9104,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,Engenharia e Gestão Industrial,L1,33,28,119.5,5
1203,9119,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,Engenharia Informática,L1,135,136,134.6,0
1203,9123,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,Engenharia Mecânica,L1,30,30,132.5,0
1203,9367,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,Engenharia Eletrotécnica e de Computadores,MI,27,15,117.9,12
1203,9455,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,Engenharia Biomédica,L1,26,23,135.3,3
1203,L193,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,Matemática Aplicada e Ciência de Dados,L1,25,6,102.8,19
1204,9011,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências da Vida e do Ambiente,Biologia,L1,30,31,124.7,0
1204,9012,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências da Vida e do Ambiente,Biologia e Geologia,L1,10,10,106.5,0
1204,9015,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências da Vida e do Ambiente,Bioquímica,L1,53,53,128.6,0
1204,9379,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências da Vida e do Ambiente,Ciências do Ambiente,L1,20,20,121.4,0
1204,9540,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências da Vida e do Ambiente,Bioengenharia,L1,32,32,122.9,0
1204,9554,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências da Vida e do Ambiente,Ciências da Nutrição,L1,42,42,139.3,0
1204,9707,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências da Vida e do Ambiente,Ciências do Desporto,L1,120,121,140.5,0
1204,9761,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências da Vida e do Ambiente,Genética e Biotecnologia,L1,60,60,140.4,0
1204,9841,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências da Vida e do Ambiente,Reabilitação Psicomotora,L1,20,21,131.0,0
1306,9069,Universidade da Madeira - Faculdade de Artes e Humanidades,Design,L1,34,30,120.8,4
1306,9196,Universidade da Madeira - Faculdade de Artes e Humanidades,Línguas e Relações Empresariais,L1,38,38,148.4,0
1306,9219,Universidade da Madeira - Faculdade de Artes e Humanidades,Psicologia,L1,35,36,147.8,0
1306,9720,Universidade da Madeira - Faculdade de Artes e Humanidades,"Comunicação, Cultura e Organizações",L1,41,43,129.7,0
1306,9817,Universidade da Madeira - Faculdade de Artes e Humanidades,Artes Visuais,L1,25,15,135.2,10
1306,L150,Universidade da Madeira - Faculdade de Artes e Humanidades,Estudos de Cultura,L1,45,45,110.6,0
1307,9015,Universidade da Madeira - Faculdade de Ciências Exatas e da Engenharia,Bioquímica,L1,35,22,123.6,13
1307,9089,Universidade da Madeira - Faculdade de Ciências Exatas e da Engenharia,Engenharia Civil,L1,20,4,152.6,16
1307,9107,Universidade da Madeira - Faculdade de Ciências Exatas e da Engenharia,Engenharia Electrónica e Telecomunicações,L1,20,7,142.9,13
1307,9119,Universidade da Madeira - Faculdade de Ciências Exatas e da Engenharia,Engenharia Informática,L1,90,90,114.4,0
1307,9209,Universidade da Madeira - Faculdade de Ciências Exatas e da Engenharia,Matemática,L1,20,9,148.3,11
1307,L208,Universidade da Madeira - Faculdade de Ciências Exatas e da Engenharia,Engenharia de Computadores,L1,20,0,,20
1308,9026,Universidade da Madeira - Faculdade de Ciências Sociais,Ciências da Educação,L1,35,36,125.6,0
1308,9081,Universidade da Madeira - Faculdade de Ciências Sociais,Economia,L1,54,31,108.0,23
1308,9147,Universidade da Madeira - Faculdade de Ciências Sociais,Gestão,L1,67,68,143.9,0
1308,9736,Universidade da Madeira - Faculdade de Ciências Sociais,Educação Física e Desporto,L1,36,38,140.2,0
1308,9853,Universidade da Madeira - Faculdade de Ciências Sociais,Educação Básica,L1,30,23,113.5,7
1309,8083,Universidade da Madeira - Faculdade de Ciências da Vida,Ciclo Básico de Medicina,PM,38,38,182.8,0
1309,9011,Universidade da Madeira - Faculdade de Ciências da Vida,Biologia,L1,26,26,132.1,0
1320,9500,Universidade da Madeira - Escola Superior de Saúde,Enfermagem,L1,28,28,152.0,0
1321,9076,Universidade da Madeira - Escola Superior de Tecnologias e Gestão,Direção e Gestão Hoteleira,L1,30,31,140.4,0
1501,9069,Universidade de Lisboa - Faculdade de Arquitetura,Design,L1,60,60,170.5,0
1501,9071,Universidade de Lisboa - Faculdade de Arquitetura,Design de Moda,L1,60,63,166.5,0
1501,9257,Universidade de Lisboa - Faculdade de Arquitetura,Arquitetura,MI,173,175,153.5,0
1501,G008,Universidade de Lisboa - Faculdade de Arquitetura,"Arquitectura, área de especializ. em Interiores e Reabiltação do Edificado",MI,60,61,160.0,0
1502,8399,Universidade de Lisboa - Faculdade de Belas-Artes,Desenho,L1,40,44,175.0,0
1502,9070,Universidade de Lisboa - Faculdade de Belas-Artes,Design de Comunicação,L1,63,63,178.0,0
1502,9072,Universidade de Lisboa - Faculdade de Belas-Artes,Design de Equipamento,L1,58,58,163.5,0
1502,9754,Universidade de Lisboa - Faculdade de Belas-Artes,Escultura,L1,55,56,158.0,0
1502,9790,Universidade de Lisboa - Faculdade de Belas-Artes,Pintura,L1,55,57,171.0,0
1502,9904,Universidade de Lisboa - Faculdade de Belas-Artes,Arte Multimédia,L1,55,55,174.0,0
1502,L010,Universidade de Lisboa - Faculdade de Belas-Artes,Ciências da Arte e do Património,L1,34,35,153.5,0
1503,9011,Universidade de Lisboa - Faculdade de Ciências,Biologia,L1,187,195,160.8,0
1503,9015,Universidade de Lisboa - Faculdade de Ciências,Bioquímica,L1,70,70,160.5,0
1503,9119,Universidade de Lisboa - Faculdade de Ciências,Engenharia Informática,L1,115,116,161.5,0
1503,9141,Universidade de Lisboa - Faculdade de Ciências,Física,L1,50,50,169.0,0
1503,9146,Universidade de Lisboa - Faculdade de Ciências,Geologia,L1,80,85,134.0,0
1503,9209,Universidade de Lisboa - Faculdade de Ciências,Matemática,L1,55,55,158.5,0
1503,9212,Universidade de Lisboa - Faculdade de Ciências,"Meteorologia, Oceanografia e Geofísica",L1,25,25,138.0,0
1503,9223,Universidade de Lisboa - Faculdade de Ciências,Química,L1,30,30,145.0,0
1503,9226,Universidade de Lisboa - Faculdade de Ciências,Química Tecnológica,L1,25,26,126.8,0
1503,9368,Universidade de Lisboa - Faculdade de Ciências,Engenharia Física,MI,50,50,167.3,0
1503,9381,Universidade de Lisboa - Faculdade de Ciências,Estatística Aplicada,L1,35,35,144.3,0
1503,9385,Universidade de Lisboa - Faculdade de Ciências,Matemática Aplicada,L1,80,81,160.5,0
1503,9811,Universidade de Lisboa - Faculdade de Ciências,Engenharia da Energia e do Ambiente,MI,40,41,127.0,0
1503,9845,Universidade de Lisboa - Faculdade de Ciências,Engenharia Biomédica e Biofísica,MI,45,45,173.8,0
1503,L079,Universidade de Lisboa - Faculdade de Ciências,Tecnologias de Informação,L1,75,77,145.0,0
1503,L096,Universidade de Lisboa - Faculdade de Ciências,Engenharia Geoespacial,L1,20,20,123.0,0
1504,8358,Universidade de Lisboa - Faculdade de Direito,Direito (regime pós-laboral),L1,90,91,155.0,0
1504,9078,Universidade de Lisboa - Faculdade de Direito,Direito,L1,466,482,162.0,0
1505,9494,Universidade de Lisboa - Faculdade de Farmácia,Ciências Farmacêuticas,MI,234,236,154.5,0
1506,8104,Universidade de Lisboa - Faculdade de Letras,"Estudos Artísticos, variante de Artes do Espetáculo",L1,49,50,145.5,0
1506,8413,Universidade de Lisboa - Faculdade de Letras,Artes e Humanidades,L1,71,72,141.0,0
1506,8458,Universidade de Lisboa - Faculdade de Letras,Estudos Gerais,L1,68,70,148.5,0
1506,9006,Universidade de Lisboa - Faculdade de Letras,Arqueologia,L1,36,38,134.5,0
1506,9040,Universidade de Lisboa - Faculdade de Letras,Ciências da Linguagem,L1,33,33,133.5,0
1506,9131,Universidade de Lisboa - Faculdade de Letras,Estudos Africanos,L1,20,20,119.5,0
1506,9133,Universidade de Lisboa - Faculdade de Letras,Estudos Clássicos,L1,20,21,131.5,0
1506,9135,Universidade de Lisboa - Faculdade de Letras,Estudos Europeus,L1,56,56,155.0,0
1506,9139,Universidade de Lisboa - Faculdade de Letras,Filosofia,L1,43,43,136.5,0
1506,9181,Universidade de Lisboa - Faculdade de Letras,História,L1,61,61,158.5,0
1506,9182,Universidade de Lisboa - Faculdade de Letras,História da Arte,L1,40,40,138.0,0
1506,9204,Universidade de Lisboa - Faculdade de Letras,"Línguas, Literaturas e Culturas",L1,222,229,150.0,0
1506,9252,Universidade de Lisboa - Faculdade de Letras,Tradução,L1,58,59,145.3,0
1506,9914,Universidade de Lisboa - Faculdade de Letras,Estudos Asiáticos,L1,32,33,157.0,0
1506,9917,Universidade de Lisboa - Faculdade de Letras,Estudos Portugueses,L1,20,21,134.0,0
1506,L097,Universidade de Lisboa - Faculdade de Letras,Estudos Comparatistas,L1,20,20,137.5,0
1506,L145,Universidade de Lisboa - Faculdade de Letras,Estudos de Cultura e Comunicação,L1,56,56,154.5,0
1507,9554,Universidade de Lisboa - Faculdade de Medicina,Ciências da Nutrição,L1,30,30,168.8,0
1507,9813,Universidade de Lisboa - Faculdade de Medicina,Medicina,MI,295,301,183.3,0
1508,9548,Universidade de Lisboa - Faculdade de Medicina Dentária,Medicina Dentária,MI,70,71,180.8,0
1508,9556,Universidade de Lisboa - Faculdade de Medicina Dentária,Higiene Oral,L1,44,44,145.3,0
1508,9791,Universidade de Lisboa - Faculdade de Medicina Dentária,Prótese Dentária,L1,32,32,133.0,0
1509,9847,Universidade de Lisboa - Faculdade de Medicina Veterinária,Medicina Veterinária,MI,109,111,170.0,0
1510,9068,Universidade de Lisboa - Faculdade de Motricidade Humana,Dança,L1,25,16,107.5,9
1510,9162,Universidade de Lisboa - Faculdade de Motricidade Humana,Gestão do Desporto,L1,36,39,153.5,0
1510,9707,Universidade de Lisboa - Faculdade de Motricidade Humana,Ciências do Desporto,L1,188,193,141.0,0
1510,9841,Universidade de Lisboa - Faculdade de Motricidade Humana,Reabilitação Psicomotora,L1,54,56,143.5,0
1511,9555,Universidade de Lisboa - Faculdade de Psicologia,Psicologia,MI,143,146,160.5,0
1513,L040,Universidade de Lisboa - Instituto de Educação,Educação e Formação,L1,88,89,132.0,0
1514,8411,Universidade de Lisboa - Instituto de Geografia e Ordenamento do Território,Planeamento e Gestão do Território,L1,50,53,136.5,0
1514,9143,Universidade de Lisboa - Instituto de Geografia e Ordenamento do Território,Geografia,L1,108,111,133.0,0
1515,8258,Universidade de Lisboa - Instituto Superior de Agronomia,Arquitetura Paisagista,L1,24,24,140.0,0
1515,8377,Universidade de Lisboa - Instituto Superior de Agronomia,Engenharia Florestal e dos Recursos Naturais,L1,22,23,113.0,0
1515,9011,Universidade de Lisboa - Instituto Superior de Agronomia,Biologia,L1,45,46,144.8,0
1515,9086,Universidade de Lisboa - Instituto Superior de Agronomia,Engenharia Agronómica,L1,74,76,127.3,0
1515,9087,Universidade de Lisboa - Instituto Superior de Agronomia,Engenharia Alimentar,L1,42,33,111.5,9
1515,9099,Universidade de Lisboa - Instituto Superior de Agronomia,Engenharia do Ambiente,L1,24,24,128.8,0
1515,9129,Universidade de Lisboa - Instituto Superior de Agronomia,Engenharia Zootécnica,L1,33,33,120.5,0
1516,8014,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Serviço Social (regime pós-laboral),L1,37,37,135.5,0
1516,8102,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Administração Pública (regime pós-laboral),L1,41,45,136.5,0
1516,8109,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Sociologia (regime pós-laboral),L1,35,39,129.5,0
1516,8111,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Gestão de Recursos Humanos (regime pós-laboral),L1,52,56,147.5,0
1516,8363,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Administração Pública e Políticas do Território (regime pós-laboral),L1,38,38,129.0,0
1516,8364,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Relações Internacionais (regime pós-laboral),L1,52,54,153.5,0
1516,9002,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Administração Pública,L1,68,72,149.5,0
1516,9019,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Ciência Política,L1,45,48,164.5,0
1516,9023,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Ciências da Comunicação,L1,56,57,170.5,0
1516,9157,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Gestão de Recursos Humanos,L1,66,68,161.0,0
1516,9229,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Relações Internacionais,L1,70,73,170.5,0
1516,9238,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Serviço Social,L1,54,55,153.5,0
1516,9240,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Sociologia,L1,52,54,146.0,0
1516,9448,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,Antropologia,L1,46,46,131.5,0
1517,9081,Universidade de Lisboa - Instituto Superior de Economia e Gestão,Economia,L1,138,140,164.0,0
1517,9147,Universidade de Lisboa - Instituto Superior de Economia e Gestão,Gestão,L1,173,176,167.5,0
1517,9210,Universidade de Lisboa - Instituto Superior de Economia e Gestão,Matemática Aplicada à Economia e à Gestão,L1,58,58,187.5,0
1517,A001,Universidade de Lisboa - Instituto Superior de Economia e Gestão,Gestão (ensino em Inglês),L1,33,37,167.0,0
1517,A006,Universidade de Lisboa - Instituto Superior de Economia e Gestão,Economia (ensino em Inglês),L1,30,32,162.5,0
1517,A013,Universidade de Lisboa - Instituto Superior de Economia e Gestão,Finanças (ensino em inglês),L1,36,37,160.0,0
1518,9121,Universidade de Lisboa - Instituto Superior Técnico,Engenharia Informática e de Computadores,L1,178,182,183.5,0
1518,9257,Universidade de Lisboa - Instituto Superior Técnico,Arquitetura,MI,53,53,170.5,0
1518,9345,Universidade de Lisboa - Instituto Superior Técnico,Matemática Aplicada e Computação,L1,52,52,188.3,0
1518,9357,Universidade de Lisboa - Instituto Superior Técnico,Engenharia Aeroespacial,MI,120,122,191.3,0
1518,9358,Universidade de Lisboa - Instituto Superior Técnico,Engenharia Biológica,MI,69,69,178.0,0
1518,9359,Universidade de Lisboa - Instituto Superior Técnico,Engenharia Biomédica,MI,87,88,185.8,0
1518,9360,Universidade de Lisboa - Instituto Superior Técnico,Engenharia Civil,MI,129,131,135.5,0
1518,9363,Universidade de Lisboa - Instituto Superior Técnico,Engenharia de Materiais,MI,29,31,167.3,0
1518,9367,Universidade de Lisboa - Instituto Superior Técnico,Engenharia Eletrotécnica e de Computadores,MI,230,232,164.5,0
1518,9369,Universidade de Lisboa - Instituto Superior Técnico,Engenharia Mecânica,MI,170,177,181.0,0
1518,9458,Universidade de Lisboa - Instituto Superior Técnico,Engenharia Física Tecnológica,MI,92,93,191.3,0
1518,9461,Universidade de Lisboa - Instituto Superior Técnico,Engenharia Química,MI,85,85,170.3,0
1518,9508,Universidade de Lisboa - Instituto Superior Técnico,Engenharia do Ambiente,MI,35,36,161.3,0
1518,9913,Universidade de Lisboa - Instituto Superior Técnico,Engenharia Geológica e de Minas,L1,20,20,128.8,0
1518,L162,Universidade de Lisboa - Instituto Superior Técnico,Engenharia Naval e Oceânica,L1,34,36,170.3,0
1519,9098,Universidade de Lisboa - Instituto Superior Técnico (Tagus Park),Engenharia de Telecomunicações e Informática,L1,55,57,154.0,0
1519,9104,Universidade de Lisboa - Instituto Superior Técnico (Tagus Park),Engenharia e Gestão Industrial,L1,69,69,177.3,0
1519,9121,Universidade de Lisboa - Instituto Superior Técnico (Tagus Park),Engenharia Informática e de Computadores,L1,94,95,177.0,0
1519,9912,Universidade de Lisboa - Instituto Superior Técnico (Tagus Park),Engenharia Eletrónica,L1,34,35,156.5,0
3011,8005,Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro,Marketing (regime pós-laboral),L1,20,20,139.5,0
3011,9056,Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro,Contabilidade,L1,101,103,139.3,0
3011,9140,Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro,Finanças,L1,26,27,147.2,0
3011,9205,Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro,Marketing,L1,33,33,155.1,0
3011,9869,Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro,Contabilidade (regime pós-laboral),L1,20,21,122.7,0
3011,9888,Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro,Finanças (regime pós-laboral),L1,23,24,113.9,0
3012,8016,Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda,Tecnologias da Informação,L1,25,25,115.8,0
3012,8405,Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda,Gestão da Qualidade,L1,29,29,125.7,0
3012,9235,Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda,Secretariado e Comunicação Empresarial,L1,27,27,138.0,0
3012,L021,Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda,Gestão Comercial,L1,33,33,142.5,0
3012,L140,Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda,Gestão Pública,L1,23,23,123.6,0
3012,L194,Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda,Eletrónica e Mecânica Industrial,L1,25,25,127.3,0
3013,9500,Universidade de Aveiro - Escola Superior de Saúde de Aveiro,Enfermagem,L1,91,92,157.0,0
3013,9504,Universidade de Aveiro - Escola Superior de Saúde de Aveiro,Fisioterapia,L1,45,46,163.6,0
3013,9890,Universidade de Aveiro - Escola Superior de Saúde de Aveiro,Terapia da Fala,L1,29,31,134.8,0
3013,L066,Universidade de Aveiro - Escola Superior de Saúde de Aveiro,Imagem Médica e Radioterapia,L1,29,30,148.2,0
3014,L135,"Universidade de Aveiro - Escola Superior de Design, Gestão e Tecnologia da Produção de Aveiro-Norte",Tecnologia e Sistemas de Produção,L1,25,25,111.9,0
3014,L138,"Universidade de Aveiro - Escola Superior de Design, Gestão e Tecnologia da Produção de Aveiro-Norte",Design de Produto e Tecnologia,L1,39,39,146.2,0
3021,9003,Instituto Politécnico de Beja - Escola Superior Agrária,Agronomia,L1,57,13,103.0,44
3021,9099,Instituto Politécnico de Beja - Escola Superior Agrária,Engenharia do Ambiente,L1,31,0,,31
3021,9350,Instituto Politécnico de Beja - Escola Superior Agrária,Ciência e Tecnologia dos Alimentos,L1,30,2,127.1,28
3021,L157,Instituto Politécnico de Beja - Escola Superior Agrária,Tecnologias Bioanalíticas,L1,32,0,,32
3022,9010,Instituto Politécnico de Beja - Escola Superior de Educação,Audiovisual e Multimédia,L1,30,23,113.2,7
3022,9238,Instituto Politécnico de Beja - Escola Superior de Educação,Serviço Social,L1,52,47,95.0,5
3022,9563,Instituto Politécnico de Beja - Escola Superior de Educação,Desporto,L1,30,31,134.3,0
3022,9853,Instituto Politécnico de Beja - Escola Superior de Educação,Educação Básica,L1,24,2,122.6,22
3023,8437,Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão,Solicitadoria (regime de ensino a distância),L1,43,26,97.0,17
3023,9119,Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão,Engenharia Informática,L1,72,19,121.3,53
3023,9152,Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão,Gestão de Empresas,L1,33,35,113.5,0
3023,9242,Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão,Solicitadoria,L1,35,36,125.8,0
3023,9254,Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão,Turismo,L1,38,21,109.7,17
3023,9994,Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão,Gestão de Empresas (regime pós-laboral),L1,24,3,95.0,21
