;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
ids;Código Curso;Nome do Curso;Vagas Iniciais;Colocados ;Vagas;Ano;Código Instit.;
889;9003;Agronomia;35;5;35;2018;3161;
890;9016;Biotecnologia;26;12;26;2018;3161;
891;9085;Enfermagem Veterinária;35;28;35;2018;3161;
892;L164;Engenharia do Ambiente e Geoinformática;24;0;24;2018;3161;
893;9473;Educação Social Gerontológica;27;27;27;2018;3162;
894;9853;Educação Básica;51;9;51;2018;3162;
895;L122;Artes Plásticas e Tecnologias Artísticas;30;14;30;2018;3162;
896;8114;Turismo (regime pós-laboral);30;28;30;2018;3163;
897;8407;Engenharia da Computação Gráfica e Multimédia;38;7;38;2018;3163;
898;9087;Engenharia Alimentar;30;0;30;2018;3163;
899;9119;Engenharia Informática;67;61;67;2018;3163;
900;9123;Engenharia Mecânica;34;16;34;2018;3163;
901;9147;Gestão;50;50;50;2018;3163;
902;9148;Gestão (regime noturno);40;15;40;2018;3163;
903;9254;Turismo;50;50;50;2018;3163;
904;9723;Design de Ambientes;30;12;30;2018;3163;
905;9727;Design do Produto;38;38;38;2018;3163;
906;9743;Engenharia Civil e do Ambiente;35;1;35;2018;3163;
907;9751;Engenharia Mecatrónica;30;1;30;2018;3163;
908;9857;Engenharia de Sistemas de Energias Renováveis;37;0;37;2018;3163;
909;L153;Engenharia de Redes e Sistemas de Computadores;38;9;38;2018;3163;
910;8464;Gestão da Distribuição e Logística;25;25;25;2018;3164;
911;8516;Organização e Gestão Empresariais;25;26;26;2018;3164;
912;9498;Contabilidade e Fiscalidade;22;23;23;2018;3164;
913;9664;Marketing e Comunicação Empresarial;35;35;35;2018;3164;
914;9731;Desporto e Lazer;70;56;70;2018;3165;
915;9054;Comunicação Social;63;63;63;2018;3181;
916;9084;Educação Social;59;56;59;2018;3181;
917;9347;Artes Plásticas e Multimédia;32;24;32;2018;3181;
918;9850;Desporto e Atividade Física;35;35;35;2018;3181;
919;9853;Educação Básica;45;3;45;2018;3181;
920;9930;Publicidade e Relações Públicas;68;68;68;2018;3181;
921;L154;Artes da Performance Cultural;26;7;26;2018;3181;
922;8296;Gestão Industrial;35;4;35;2018;3182;
923;8517;Tecnologia e Design de Mobiliário;40;6;40;2018;3182;
924;9056;Contabilidade;40;40;40;2018;3182;
925;9089;Engenharia Civil;44;1;44;2018;3182;
926;9099;Engenharia do Ambiente;36;2;36;2018;3182;
927;9109;Engenharia Eletrotécnica;45;4;45;2018;3182;
928;9119;Engenharia Informática;66;66;66;2018;3182;
929;9123;Engenharia Mecânica;45;3;45;2018;3182;
930;9152;Gestão de Empresas;70;71;71;2018;3182;
931;9205;Marketing;42;42;42;2018;3182;
932;9254;Turismo;45;46;46;2018;3182;
933;9491;Tecnologias e Design de Multimédia;45;33;45;2018;3182;
934;9994;Gestão de Empresas (regime pós-laboral);35;9;35;2018;3182;
935;9085;Enfermagem Veterinária;45;34;45;2018;3185;
936;9086;Engenharia Agronómica;24;2;24;2018;3185;
937;9818;Ciência e Tecnologia Animal;25;3;25;2018;3185;
938;L025;Qualidade Alimentar e Nutrição;25;4;25;2018;3185;
939;8014;Serviço Social (regime pós-laboral);27;1;27;2018;3186;
940;9061;Contabilidade e Auditoria;25;9;25;2018;3186;
941;9122;Engenharia Informática e Telecomunicações;25;6;25;2018;3186;
942;9168;Gestão e Informática;23;6;23;2018;3186;
943;9179;Gestão Turística, Cultural e Patrimonial;23;17;23;2018;3186;
944;9238;Serviço Social;30;30;30;2018;3186;
945;L116;Secretariado de Administração;40;19;40;2018;3186;
946;9056;Contabilidade;25;3;25;2018;3241;
947;9152;Gestão de Empresas;55;31;55;2018;3241;
948;9640;Gestão de Recursos Humanos e Comportamento Organizacional;32;31;32;2018;3241;
949;9641;Gestão Turística e Cultural;27;16;27;2018;3241;
950;9112;Engenharia Eletrotécnica e de Computadores;40;1;40;2018;3242;
951;9119;Engenharia Informática;49;25;49;2018;3242;
952;9380;Conservação e Restauro;30;19;30;2018;3242;
953;9644;Design e Tecnologia das Artes Gráficas;45;18;45;2018;3242;
954;9645;Fotografia;30;25;30;2018;3242;
955;L106;Construção e Reabilitação;30;0;30;2018;3242;
956;L142;Tecnologia Química;25;0;25;2018;3242;
957;9054;Comunicação Social;32;27;32;2018;3243;
958;9123;Engenharia Mecânica;27;0;27;2018;3243;
959;L143;Informática e Tecnologias Multimédia;33;2;33;2018;3243;
960;L177;Cinema Documental;20;9;20;2018;3243;
961;9069;Design;43;43;43;2018;3331;
962;9213;Multimédia;25;25;25;2018;3331;
963;9244;Tecnologia da Comunicação Audiovisual;25;25;25;2018;3331;
964;9645;Fotografia;20;20;20;2018;3331;
965;L071;Tecnologias e Sistemas de Informação para a Web;30;30;30;2018;3331;
966;9007;Artes Plásticas;84;84;84;2018;5402;
967;9070;Design de Comunicação;47;47;47;2018;5402;
968;8014;Serviço Social (regime pós-laboral);40;41;41;2018;6800;
969;8029;Finanças e Contabilidade;72;72;72;2018;6800;
970;8109;Sociologia (regime pós-laboral);35;37;37;2018;6800;
971;8366;Informática e Gestão de Empresas (regime pós-laboral);35;35;35;2018;6800;
972;9019;Ciência Política;40;40;40;2018;6800;
973;9081;Economia;72;72;72;2018;6800;
974;9098;Engenharia de Telecomunicações e Informática;60;60;60;2018;6800;
975;9119;Engenharia Informática;60;60;60;2018;6800;
976;9147;Gestão;175;175;175;2018;6800;
977;9156;Gestão de Marketing;40;40;40;2018;6800;
978;9157;Gestão de Recursos Humanos;40;40;40;2018;6800;
979;9189;Informática e Gestão de Empresas;60;60;60;2018;6800;
980;9219;Psicologia;65;67;67;2018;6800;
981;9240;Sociologia;63;65;65;2018;6800;
982;9257;Arquitetura;50;50;50;2018;6800;
983;9448;Antropologia;30;30;30;2018;6800;
984;9885;Engenharia Informática (regime pós-laboral);35;35;35;2018;6800;
985;9927;História Moderna e Contemporânea;35;35;35;2018;6800;
986;L030;Gestão Industrial e Logística;40;40;40;2018;6800;
987;9500;Enfermagem;320;324;324;2018;7001;
988;9500;Enfermagem;285;286;286;2018;7002;
989;9500;Enfermagem;257;257;257;2018;7003;
990;8138;Terapia Ocupacional;25;3;25;2018;7005;
991;9500;Enfermagem;35;35;35;2018;7005;
992;9500;Enfermagem;85;85;85;2018;7010;
993;8149;Dietética e Nutrição;36;16;36;2018;7015;
994;9500;Enfermagem;55;58;58;2018;7015;
995;9501;Enfermagem (entrada no 2.º semestre);49;5;49;2018;7015;
996;9549;Farmácia;45;6;45;2018;7015;
997;9833;Gerontologia;35;0;35;2018;7015;
998;L068;Ciências Biomédicas Laboratoriais;36;19;36;2018;7015;
999;9500;Enfermagem;60;61;61;2018;7020;
1000;9504;Fisioterapia;37;37;37;2018;7020;
1001;L066;Imagem Médica e Radioterapia;26;21;26;2018;7020;
1002;L067;Fisiologia Clínica;30;15;30;2018;7020;
1003;L068;Ciências Biomédicas Laboratoriais;30;24;30;2018;7020;
1004;9500;Enfermagem;65;67;67;2018;7030;
1005;8149;Dietética e Nutrição;30;28;30;2018;7035;
1006;8152;Ortoprotesia;20;1;20;2018;7035;
1007;9500;Enfermagem;35;35;35;2018;7035;
1008;9549;Farmácia;25;10;25;2018;7035;
1009;L066;Imagem Médica e Radioterapia;28;16;28;2018;7035;
1010;L068;Ciências Biomédicas Laboratoriais;30;29;30;2018;7035;
1011;9500;Enfermagem;74;74;74;2018;7040;
1012;9549;Farmácia;42;8;42;2018;7040;
1013;8138;Terapia Ocupacional;35;21;35;2018;7045;
1014;8149;Dietética e Nutrição;30;30;30;2018;7045;
1015;9500;Enfermagem;85;87;87;2018;7045;
1016;9504;Fisioterapia;35;36;36;2018;7045;
1017;9890;Terapia da Fala;25;3;25;2018;7045;
1018;9500;Enfermagem;74;48;74;2018;7055;
1019;9556;Higiene Oral;20;4;20;2018;7055;
1020;9500;Enfermagem;80;84;84;2018;7065;
1021;9500;Enfermagem;70;70;70;2018;7075;
1022;9500;Enfermagem;85;85;85;2018;7080;
1023;9500;Enfermagem;86;86;86;2018;7085;
1024;9500;Enfermagem;40;18;40;2018;7092;
1025;9500;Enfermagem;40;32;40;2018;7093;
1026;9745;Engenharia de Máquinas Marítimas;56;13;56;2018;7105;
1027;9789;Pilotagem;29;32;32;2018;7105;
1028;9924;Gestão de Transportes e Logística;38;39;39;2018;7105;
1029;9926;Gestão Portuária;20;20;20;2018;7105;
1030;L118;Engenharia Eletrotécnica Marítima;30;2;30;2018;7105;
1031;8011;Produção Alimentar em Restauração (regime pós-laboral);28;15;28;2018;7110;
1032;9076;Direção e Gestão Hoteleira;60;61;61;2018;7110;
1033;9163;Gestão do Lazer e Animação Turística;40;41;41;2018;7110;
1034;9177;Gestão Turística;60;62;62;2018;7110;
1035;9183;Informação Turística;50;50;50;2018;7110;
1036;9217;Produção Alimentar em Restauração;40;40;40;2018;7110;
1037;9875;Direção e Gestão Hoteleira (regime pós-laboral);53;55;55;2018;7110;
1038;9995;Gestão do Lazer e Animação Turística (regime pós-laboral);35;36;36;2018;7110;
1039;9996;Gestão Turística (regime pós-laboral);43;48;48;2018;7110;
1040;8141;Audiologia;32;15;32;2018;7210;
1041;8149;Dietética e Nutrição;38;38;38;2018;7210;
1042;9504;Fisioterapia;39;39;39;2018;7210;
1043;9549;Farmácia;40;40;40;2018;7210;
1044;9861;Saúde Ambiental;30;12;30;2018;7210;
1045;L066;Imagem Médica e Radioterapia;35;35;35;2018;7210;
1046;L067;Fisiologia Clínica;35;35;35;2018;7210;
1047;L068;Ciências Biomédicas Laboratoriais;35;35;35;2018;7210;
1048;8149;Dietética e Nutrição;40;40;40;2018;7220;
1049;8152;Ortoprotesia;30;30;30;2018;7220;
1050;9504;Fisioterapia;40;40;40;2018;7220;
1051;9549;Farmácia;50;51;51;2018;7220;
1052;9861;Saúde Ambiental;30;30;30;2018;7220;
1053;L066;Imagem Médica e Radioterapia;60;60;60;2018;7220;
1054;L067;Fisiologia Clínica;40;40;40;2018;7220;
1055;L068;Ciências Biomédicas Laboratoriais;55;55;55;2018;7220;
1056;L161;Ortóptica e Ciências da Visão;35;35;35;2018;7220;
1057;8138;Terapia Ocupacional;55;55;55;2018;7230;
1058;8141;Audiologia;20;20;20;2018;7230;
1059;8143;Ortóptica;20;20;20;2018;7230;
1060;9504;Fisioterapia;55;55;55;2018;7230;
1061;9549;Farmácia;55;55;55;2018;7230;
1062;9861;Saúde Ambiental;40;40;40;2018;7230;
1063;9890;Terapia da Fala;40;40;40;2018;7230;
1064;L066;Imagem Médica e Radioterapia;55;55;55;2018;7230;
1065;L067;Fisiologia Clínica;43;43;43;2018;7230;
1066;L068;Ciências Biomédicas Laboratoriais;55;55;55;2018;7230;
1067;L101;Biotecnologia Medicinal;20;20;20;2018;7230;
1068;L136;Osteopatia;20;20;20;2018;7230;
1069;8031;Ciências Farmacêuticas (Preparatórios);15;9;15;2019;0140;
1070;8086;Medicina Veterinária (Preparatórios);15;15;15;2019;0140;
1071;9022;Ciências Agrárias;20;2;20;2019;0140;
1072;L121;Natureza e Património;25;6;25;2019;0140;
1073;9181;História;20;16;20;2019;0150;
1074;9219;Psicologia;35;36;36;2019;0150;
1075;9238;Serviço Social;35;35;35;2019;0150;
1076;9240;Sociologia;28;11;28;2019;0150;
1077;9798;Relações Públicas e Comunicação;45;38;45;2019;0150;
1078;9853;Educação Básica;20;13;20;2019;0150;
1079;L041;Estudos Portugueses e Ingleses;20;9;20;2019;0150;
1080;L086;Estudos Euro-Atlânticos;25;14;25;2019;0150;
1081;8083;Ciclo Básico de Medicina;38;38;38;2019;0160;
1082;8524;Proteção Civil e Gestão de Riscos;25;12;25;2019;0160;
1083;9011;Biologia;25;10;25;2019;0160;
1084;9041;Ciências do Mar;20;0;20;2019;0160;
1085;9384;Informática - Redes e Multimédia;25;10;25;2019;0160;
1086;9864;"Ciênc de Engenharia-Eng Civil; Eng Mecânica; Eng Eletrot e de Comput (Pre)";22;15;22;2019;0160;
1087;9081;Economia;20;5;20;2019;0170;
1088;9147;Gestão;50;50;50;2019;0170;
1089;9254;Turismo;25;25;25;2019;0170;
1090;9351;Ciências Biomédicas;50;50;50;2019;0200;
1091;8509;Património Cultural e Arqueologia;24;23;24;2019;0201;
1092;9204;Línguas, Literaturas e Culturas;23;23;23;2019;0201;
1093;9219;Psicologia;65;65;65;2019;0201;
1094;9817;Artes Visuais;25;26;26;2019;0201;
1095;9821;Ciências da Educação e da Formação;28;30;30;2019;0201;
1096;9834;Línguas e Comunicação;30;34;34;2019;0201;
1097;8258;Arquitetura Paisagista;20;9;20;2019;0203;
1098;9003;Agronomia;20;3;20;2019;0203;
1099;9011;Biologia;40;26;40;2019;0203;
1100;9013;Biologia Marinha;60;54;60;2019;0203;
1101;9015;Bioquímica;21;6;21;2019;0203;
1102;9016;Biotecnologia;20;10;20;2019;0203;
1103;9119;Engenharia Informática;70;63;70;2019;0203;
1104;9210;Matemática Aplicada à Economia e à Gestão;25;19;25;2019;0203;
1105;9494;Ciências Farmacêuticas;45;45;45;2019;0203;
1106;9540;Bioengenharia;22;3;22;2019;0203;
1107;L123;Gestão Marinha e Costeira;25;16;25;2019;0203;
1108;9081;Economia;30;28;30;2019;0204;
1109;9152;Gestão de Empresas;55;56;56;2019;0204;
1110;9240;Sociologia;30;30;30;2019;0204;
1111;9002;Administração Pública;55;55;55;2019;0300;
1112;9011;Biologia;98;98;98;2019;0300;
1113;9012;Biologia e Geologia;24;22;24;2019;0300;
1114;9015;Bioquímica;60;60;60;2019;0300;
1115;9016;Biotecnologia;58;58;58;2019;0300;
1116;9041;Ciências do Mar;30;30;30;2019;0300;
1117;9069;Design;52;52;52;2019;0300;
1118;9081;Economia;48;48;48;2019;0300;
1119;9119;Engenharia Informática;60;60;60;2019;0300;
1120;9141;Física;20;20;20;2019;0300;
1121;9146;Geologia;20;14;20;2019;0300;
1122;9147;Gestão;40;40;40;2019;0300;
1123;9194;Línguas e Estudos Editoriais;25;28;28;2019;0300;
1124;9196;Línguas e Relações Empresariais;70;70;70;2019;0300;
1125;9204;Línguas, Literaturas e Culturas;29;29;29;2019;0300;
1126;9209;Matemática;27;27;27;2019;0300;
1127;9212;Meteorologia, Oceanografia e Geofísica;20;17;20;2019;0300;
1128;9215;Novas Tecnologias da Comunicação;66;66;66;2019;0300;
1129;9219;Psicologia;33;33;33;2019;0300;
1130;9223;Química;20;20;20;2019;0300;
1131;9252;Tradução;35;35;35;2019;0300;
1132;9351;Ciências Biomédicas;72;72;72;2019;0300;
1133;9359;Engenharia Biomédica;35;37;37;2019;0300;
1134;9360;Engenharia Civil;20;20;20;2019;0300;
1135;9361;Engenharia de Computadores e Telemática;85;85;85;2019;0300;
1136;9363;Engenharia de Materiais;25;25;25;2019;0300;
1137;9365;Engenharia Eletrónica e Telecomunicações;83;77;83;2019;0300;
1138;9368;Engenharia Física;40;40;40;2019;0300;
1139;9369;Engenharia Mecânica;101;101;101;2019;0300;
1140;9461;Engenharia Química;40;40;40;2019;0300;
1141;9508;Engenharia do Ambiente;22;13;22;2019;0300;
1142;9509;Engenharia e Gestão Industrial;75;75;75;2019;0300;
1143;9853;Educação Básica;40;40;40;2019;0300;
1144;G009;Engenharia Computacional;28;26;28;2019;0300;
1145;L187;Gestão e Planeamento em Turismo;26;26;26;2019;0300;
1146;8184;Optometria e Ciências da Visão;25;22;25;2019;0400;
1147;8470;Engenharia Aeronáutica;45;45;45;2019;0400;
1148;9015;Bioquímica;45;45;45;2019;0400;
1149;9016;Biotecnologia;45;36;45;2019;0400;
1150;9020;Ciência Política e Relações Internacionais;35;36;36;2019;0400;
1151;9023;Ciências da Comunicação;45;47;47;2019;0400;
1152;9025;Ciências da Cultura;20;21;21;2019;0400;
1153;9048;Cinema;45;46;46;2019;0400;
1154;9071;Design de Moda;50;52;52;2019;0400;
1155;9074;Design Industrial;35;35;35;2019;0400;
1156;9075;Design Multimédia;40;41;41;2019;0400;
1157;9081;Economia;45;46;46;2019;0400;
1158;9104;Engenharia e Gestão Industrial;22;22;22;2019;0400;
1159;9105;Engenharia Eletromecânica;30;21;30;2019;0400;
1160;9112;Engenharia Eletrotécnica e de Computadores;20;4;20;2019;0400;
1161;9119;Engenharia Informática;70;70;70;2019;0400;
1162;9147;Gestão;65;66;66;2019;0400;
1163;9205;Marketing;35;40;40;2019;0400;
1164;9219;Psicologia;50;50;50;2019;0400;
1165;9225;Química Industrial;20;14;20;2019;0400;
1166;9240;Sociologia;40;42;42;2019;0400;
1167;9257;Arquitetura;55;48;55;2019;0400;
1168;9351;Ciências Biomédicas;60;61;61;2019;0400;
1169;9360;Engenharia Civil;20;0;20;2019;0400;
1170;9494;Ciências Farmacêuticas;60;60;60;2019;0400;
1171;9540;Bioengenharia;20;7;20;2019;0400;
1172;9707;Ciências do Desporto;60;61;61;2019;0400;
1173;9813;Medicina;140;140;140;2019;0400;
1174;9835;Matemática e Aplicações;20;11;20;2019;0400;
1175;9918;Estudos Portugueses e Espanhóis;25;16;25;2019;0400;
1176;L042;Informática Web;20;12;20;2019;0400;
1177;8408;Química Medicinal;30;30;30;2019;0501;
1178;9011;Biologia;95;96;96;2019;0501;
1179;9015;Bioquímica;60;60;60;2019;0501;
1180;9104;Engenharia e Gestão Industrial;50;50;50;2019;0501;
1181;9119;Engenharia Informática;135;135;135;2019;0501;
1182;9141;Física;25;25;25;2019;0501;
1183;9146;Geologia;33;17;33;2019;0501;
1184;9209;Matemática;40;40;40;2019;0501;
1185;9223;Química;30;21;30;2019;0501;
1186;9257;Arquitetura;61;61;61;2019;0501;
1187;9359;Engenharia Biomédica;60;60;60;2019;0501;
1188;9360;Engenharia Civil;62;25;62;2019;0501;
1189;9367;Engenharia Eletrotécnica e de Computadores;115;99;115;2019;0501;
1190;9368;Engenharia Física;32;32;32;2019;0501;
1191;9369;Engenharia Mecânica;110;110;110;2019;0501;
1192;9448;Antropologia;47;47;47;2019;0501;
1193;9461;Engenharia Química;45;44;45;2019;0501;
1194;9508;Engenharia do Ambiente;30;6;30;2019;0501;
1195;9891;Design e Multimédia;65;66;66;2019;0501;
1196;8067;Administração Público-Privada;41;45;45;2019;0502;
1197;9078;Direito;334;336;336;2019;0502;
1198;9081;Economia;154;155;155;2019;0503;
1199;9147;Gestão;89;89;89;2019;0503;
1200;9229;Relações Internacionais;41;41;41;2019;0503;
1201;9240;Sociologia;41;41;41;2019;0503;
1202;9494;Ciências Farmacêuticas;186;186;186;2019;0504;
1203;9819;Ciências Bioanalíticas;36;36;36;2019;0504;
1204;9832;Farmácia Biomédica;37;34;37;2019;0504;
1205;8393;Português;36;40;40;2019;0505;
1206;9006;Arqueologia;25;26;26;2019;0505;
1207;9132;Estudos Artísticos;35;38;38;2019;0505;
1208;9133;Estudos Clássicos;20;20;20;2019;0505;
1209;9135;Estudos Europeus;33;33;33;2019;0505;
1210;9139;Filosofia;28;30;30;2019;0505;
1211;9143;Geografia;56;57;57;2019;0505;
1212;9181;História;63;63;63;2019;0505;
1213;9182;História da Arte;24;25;25;2019;0505;
1214;9694;Ciência da Informação;27;27;27;2019;0505;
1215;9773;Jornalismo e Comunicação;50;50;50;2019;0505;
1216;9779;Línguas Modernas;87;91;91;2019;0505;
1217;L109;Turismo, Território e Patrimónios;40;40;40;2019;0505;
1218;9548;Medicina Dentária;42;42;42;2019;0506;
1219;9813;Medicina;255;255;255;2019;0506;
1220;9026;Ciências da Educação;70;70;70;2019;0507;
1221;9238;Serviço Social;32;34;34;2019;0507;
1222;9555;Psicologia;130;132;132;2019;0507;
1223;8368;Ciências do Desporto (regime pós-laboral);25;26;26;2019;0508;
1224;9707;Ciências do Desporto;95;96;96;2019;0508;
1225;8262;Biologia Humana;30;26;30;2019;0602;
1226;9003;Agronomia;35;19;35;2019;0602;
1227;9011;Biologia;45;30;45;2019;0602;
1228;9015;Bioquímica;38;27;38;2019;0602;
1229;9016;Biotecnologia;30;16;30;2019;0602;
1230;9119;Engenharia Informática;50;51;51;2019;0602;
1231;9143;Geografia;25;25;25;2019;0602;
1232;9146;Geologia;10;1;10;2019;0602;
1233;9210;Matemática Aplicada à Economia e à Gestão;40;23;40;2019;0602;
1234;9707;Ciências do Desporto;46;47;47;2019;0602;
1235;9751;Engenharia Mecatrónica;40;16;40;2019;0602;
1236;9752;Enologia;10;4;10;2019;0602;
1237;9818;Ciência e Tecnologia Animal;35;20;35;2019;0602;
1238;9841;Reabilitação Psicomotora;27;9;27;2019;0602;
1239;9847;Medicina Veterinária;55;55;55;2019;0602;
1240;9910;Engenharia de Energias Renováveis;20;4;20;2019;0602;
1241;L090;Ecologia e Ambiente;20;9;20;2019;0602;
1242;9069;Design;35;36;36;2019;0603;
1243;9243;Teatro;22;22;22;2019;0603;
1244;9257;Arquitetura;40;26;40;2019;0603;
1245;9347;Artes Plásticas e Multimédia;42;36;42;2019;0603;
1246;8251;História e Arqueologia;32;32;32;2019;0604;
1247;9026;Ciências da Educação;25;26;26;2019;0604;
1248;9081;Economia;40;34;40;2019;0604;
1249;9147;Gestão;65;66;66;2019;0604;
1250;9219;Psicologia;52;53;53;2019;0604;
1251;9229;Relações Internacionais;56;58;58;2019;0604;
1252;9240;Sociologia;40;40;40;2019;0604;
1253;9254;Turismo;40;41;41;2019;0604;
1254;9787;Património Cultural;25;20;25;2019;0604;
1255;9853;Educação Básica;20;8;20;2019;0604;
1256;L047;Línguas e Literaturas;45;45;45;2019;0604;
1257;9554;Ciências da Nutrição;20;20;20;2019;0901;
1258;9813;Medicina;231;231;231;2019;0901;
1259;8109;Sociologia (regime pós-laboral);24;25;25;2019;0902;
1260;9006;Arqueologia;27;27;27;2019;0902;
1261;9020;Ciência Política e Relações Internacionais;70;73;73;2019;0902;
1262;9023;Ciências da Comunicação;80;80;80;2019;0902;
1263;9040;Ciências da Linguagem;20;21;21;2019;0902;
1264;9046;Ciências Musicais;45;45;45;2019;0902;
1265;9139;Filosofia;25;26;26;2019;0902;
1266;9145;Geografia e Planeamento Regional;57;60;60;2019;0902;
1267;9181;História;45;45;45;2019;0902;
1268;9182;História da Arte;40;41;41;2019;0902;
1269;9204;Línguas, Literaturas e Culturas;75;77;77;2019;0902;
1270;9240;Sociologia;55;56;56;2019;0902;
1271;9252;Tradução;60;62;62;2019;0902;
1272;9448;Antropologia;43;43;43;2019;0902;
1273;9917;Estudos Portugueses;20;20;20;2019;0902;
1274;8036;Conservação - Restauro;24;24;24;2019;0903;
1275;8334;Engenharia de Micro e Nanotecnologias;55;55;55;2019;0903;
1276;9015;Bioquímica;80;80;80;2019;0903;
1277;9116;Engenharia Geológica;20;20;20;2019;0903;
1278;9209;Matemática;25;25;25;2019;0903;
1279;9224;Química Aplicada;30;30;30;2019;0903;
1280;9348;Biologia Celular e Molecular;65;65;65;2019;0903;
1281;9359;Engenharia Biomédica;57;57;57;2019;0903;
1282;9360;Engenharia Civil;47;47;47;2019;0903;
1283;9363;Engenharia de Materiais;23;23;23;2019;0903;
1284;9367;Engenharia Eletrotécnica e de Computadores;156;156;156;2019;0903;
1285;9368;Engenharia Física;25;25;25;2019;0903;
1286;9369;Engenharia Mecânica;75;75;75;2019;0903;
1287;9370;Engenharia Química e Bioquímica;67;67;67;2019;0903;
1288;9508;Engenharia do Ambiente;52;52;52;2019;0903;
1289;9509;Engenharia e Gestão Industrial;55;55;55;2019;0903;
1290;G005;Engenharia Informática;170;170;170;2019;0903;
1291;L167;Matemática Aplicada à Gestão do Risco;20;20;20;2019;0903;
1292;9081;Economia;195;196;196;2019;0904;
1293;9147;Gestão;195;195;195;2019;0904;
1294;8259;Sistemas e Tecnologias de Informação;37;38;38;2019;0906;
1295;9155;Gestão de Informação;56;57;57;2019;0906;
1296;9078;Direito;93;93;93;2019;0911;
1297;8005;Marketing (regime pós-laboral);50;50;50;2019;1000;
1298;8183;Geografia e Planeamento;40;41;41;2019;1000;
1299;8184;Optometria e Ciências da Visão;33;22;33;2019;1000;
1300;8358;Direito (regime pós-laboral);15;15;15;2019;1000;
1301;8427;Educação (regime pós-laboral);21;21;21;2019;1000;
1302;8494;Design de Produto;33;33;33;2019;1000;
1303;9002;Administração Pública;41;41;41;2019;1000;
1304;9006;Arqueologia;20;20;20;2019;1000;
1305;9012;Biologia e Geologia;49;49;49;2019;1000;
1306;9015;Bioquímica;66;66;66;2019;1000;
1307;9019;Ciência Política;30;30;30;2019;1000;
1308;9023;Ciências da Comunicação;65;67;67;2019;1000;
1309;9078;Direito;110;110;110;2019;1000;
1310;9081;Economia;87;87;87;2019;1000;
1311;9134;Estudos Culturais;20;20;20;2019;1000;
1312;9139;Filosofia;25;26;26;2019;1000;
1313;9141;Física;27;27;27;2019;1000;
1314;9146;Geologia;20;14;20;2019;1000;
1315;9147;Gestão;73;73;73;2019;1000;
1316;9181;História;35;36;36;2019;1000;
1317;9192;Línguas Aplicadas;50;50;50;2019;1000;
1318;9195;Línguas e Literaturas Europeias;59;60;60;2019;1000;
1319;9209;Matemática;28;28;28;2019;1000;
1320;9223;Química;27;15;27;2019;1000;
1321;9229;Relações Internacionais;65;65;65;2019;1000;
1322;9240;Sociologia;57;57;57;2019;1000;
1323;9243;Teatro;25;26;26;2019;1000;
1324;9257;Arquitetura;55;55;55;2019;1000;
1325;9353;Educação;50;50;50;2019;1000;
1326;9358;Engenharia Biológica;42;42;42;2019;1000;
1327;9359;Engenharia Biomédica;65;65;65;2019;1000;
1328;9360;Engenharia Civil;36;24;36;2019;1000;
1329;9363;Engenharia de Materiais;27;27;27;2019;1000;
1330;9364;Engenharia de Polímeros;30;30;30;2019;1000;
1331;9366;Engenharia Eletrónica Industrial e Computadores;88;88;88;2019;1000;
1332;9368;Engenharia Física;35;35;35;2019;1000;
1333;9369;Engenharia Mecânica;82;82;82;2019;1000;
1334;9371;Engenharia Têxtil;25;25;25;2019;1000;
1335;9379;Ciências do Ambiente;38;38;38;2019;1000;
1336;9381;Estatística Aplicada;22;22;22;2019;1000;
1337;9397;Ciências da Computação;74;74;74;2019;1000;
1338;9499;Design e Marketing de Moda;30;30;30;2019;1000;
1339;9509;Engenharia e Gestão Industrial;55;55;55;2019;1000;
1340;9555;Psicologia;65;65;65;2019;1000;
1341;9688;Biologia Aplicada;58;58;58;2019;1000;
1342;9785;Negócios Internacionais;31;31;31;2019;1000;
1343;9813;Medicina;120;120;120;2019;1000;
1344;9817;Artes Visuais;25;25;25;2019;1000;
1345;9853;Educação Básica;35;36;36;2019;1000;
1346;9869;Contabilidade (regime pós-laboral);42;42;42;2019;1000;
1347;9917;Estudos Portugueses;30;30;30;2019;1000;
1348;G001;Engenharia e Gestão de Sistemas de Informação;140;140;140;2019;1000;
1349;G005;Engenharia Informática;170;170;170;2019;1000;
1350;G007;Engenharia de Telecomunicações e Informática;40;33;40;2019;1000;
1351;L078;Criminologia e Justiça Criminal;35;35;35;2019;1000;
1352;L112;Proteção Civil e Gestão do Território;30;18;30;2019;1000;
1353;L147;Estudos Orientais: Estudos Chineses e Japoneses;35;38;38;2019;1000;
1354;9554;Ciências da Nutrição;65;65;65;2019;1101;
1355;9257;Arquitetura;117;118;118;2019;1102;
1356;8258;Arquitetura Paisagista;28;28;28;2019;1103;
1357;9011;Biologia;131;132;132;2019;1103;
1358;9015;Bioquímica;80;80;80;2019;1103;
1359;9141;Física;41;41;41;2019;1103;
1360;9146;Geologia;33;33;33;2019;1103;
1361;9209;Matemática;56;56;56;2019;1103;
1362;9223;Química;50;50;50;2019;1103;
1363;9368;Engenharia Física;60;60;60;2019;1103;
1364;9696;Ciência de Computadores;50;50;50;2019;1103;
1365;9709;Ciências e Tecnologia do Ambiente;40;40;40;2019;1103;
1366;9812;Engenharia de Redes e Sistemas Informáticos;70;70;70;2019;1103;
1367;L096;Engenharia Geoespacial;25;7;25;2019;1103;
