;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
ids;Código Curso;Nome do Curso;Vagas Iniciais;Colocados ;Vagas;Ano;Código Instit.;
2688;9082;Educação Ambiental;29;3;29;2020;3042;
2689;9084;Educação Social;80;55;80;2020;3042;
2690;9563;Desporto;70;76;76;2020;3042;
2691;9853;Educação Básica;50;4;50;2020;3042;
2692;9898;Arte e Design;61;38;61;2020;3042;
2693;9933;Animação e Produção Artística;30;4;30;2020;3042;
2694;L088;Relações Lusófonas e Língua Portuguesa;44;0;44;2020;3042;
2695;L175;Música em Contextos Comunitários;30;4;30;2020;3042;
2696;9056;Contabilidade;59;44;59;2020;3043;
2697;9089;Engenharia Civil;40;0;40;2020;3043;
2698;9112;Engenharia Eletrotécnica e de Computadores;50;0;50;2020;3043;
2699;9119;Engenharia Informática;88;54;88;2020;3043;
2700;9123;Engenharia Mecânica;53;0;53;2020;3043;
2701;9125;Engenharia Química;24;5;24;2020;3043;
2702;9147;Gestão;97;98;98;2020;3043;
2703;9186;Informática de Gestão;50;2;50;2020;3043;
2704;9910;Engenharia de Energias Renováveis;66;0;66;2020;3043;
2705;A004;Gestão de Negócios Internacionais (Curso Europeu, ensino em Inglês);65;13;65;2020;3043;
2706;L058;Tecnologia e Gestão Industrial;33;0;33;2020;3043;
2707;L069;Tecnologia Biomédica;35;6;35;2020;3043;
2708;8309;Design de Jogos Digitais;71;43;71;2020;3045;
2709;9165;Gestão e Administração Pública;55;13;55;2020;3045;
2710;9188;Informática e Comunicações;33;0;33;2020;3045;
2711;9205;Marketing;49;49;49;2020;3045;
2712;9213;Multimédia;61;29;61;2020;3045;
2713;9242;Solicitadoria;84;86;86;2020;3045;
2714;9254;Turismo;59;45;59;2020;3045;
2715;9662;Comunicação e Jornalismo;38;39;39;2020;3045;
2716;8397;Engenharia de Proteção Civil;27;0;27;2020;3051;
2717;9003;Agronomia;30;8;30;2020;3051;
2718;9085;Enfermagem Veterinária;30;32;32;2020;3051;
2719;L093;Biotecnologia Alimentar;27;0;27;2020;3051;
2720;9238;Serviço Social;50;51;51;2020;3052;
2721;9485;Secretariado;35;16;35;2020;3052;
2722;9850;Desporto e Atividade Física;50;52;52;2020;3052;
2723;9853;Educação Básica;35;16;35;2020;3052;
2724;8463;Engenharia das Energias Renováveis;37;0;37;2020;3053;
2725;9089;Engenharia Civil;32;0;32;2020;3053;
2726;9111;Engenharia Eletrotécnica e das Telecomunicações;32;0;32;2020;3053;
2727;9118;Engenharia Industrial;27;0;27;2020;3053;
2728;9119;Engenharia Informática;90;49;90;2020;3053;
2729;9248;Tecnologias da Informação e Multimédia;50;0;50;2020;3053;
2730;9147;Gestão;45;32;45;2020;3054;
2731;9242;Solicitadoria;35;35;35;2020;3054;
2732;9254;Turismo;25;6;25;2020;3054;
2733;L021;Gestão Comercial;40;5;40;2020;3054;
2734;9725;Design de Interiores e Equipamento;40;43;43;2020;3055;
2735;9726;Design de Moda e Têxtil;35;35;35;2020;3055;
2736;L158;Design de Comunicação e Audiovisual;40;44;44;2020;3055;
2737;9016;Biotecnologia;53;54;54;2020;3061;
2738;9085;Enfermagem Veterinária;30;31;31;2020;3061;
2739;9619;Engenharia Agro-Pecuária;34;4;34;2020;3061;
2740;9673;Agricultura Biológica;26;5;26;2020;3061;
2741;L009;Ciências Florestais e Recursos Naturais;24;11;24;2020;3061;
2742;L015;Tecnologia Alimentar;33;15;33;2020;3061;
2743;L024;Tecnologia e Gestão Ambiental;40;13;40;2020;3061;
2744;L178;Turismo em Espaços Rurais e Naturais;46;24;46;2020;3061;
2745;8093;Animação Socioeducativa (regime pós-laboral);23;16;23;2020;3062;
2746;8114;Turismo (regime pós-laboral);23;24;24;2020;3062;
2747;8342;Comunicação Organizacional (regime pós-laboral);28;30;30;2020;3062;
2748;9054;Comunicação Social;36;37;37;2020;3062;
2749;9254;Turismo;35;36;36;2020;3062;
2750;9668;Gerontologia Social;40;40;40;2020;3062;
2751;9675;Animação Socioeducativa;36;36;36;2020;3062;
2752;9717;Comunicação Organizacional;43;45;45;2020;3062;
2753;9731;Desporto e Lazer;28;29;29;2020;3062;
2754;9774;Língua Gestual Portuguesa;29;30;30;2020;3062;
2755;9853;Educação Básica;52;52;52;2020;3062;
2756;9894;Comunicação e Design Multimédia;37;38;38;2020;3062;
2757;9898;Arte e Design;30;32;32;2020;3062;
2758;L095;Gastronomia;20;22;22;2020;3062;
2759;8029;Finanças e Contabilidade;20;20;20;2020;3063;
2760;8519;Secretariado de Direção e Administração;61;64;64;2020;3063;
2761;9061;Contabilidade e Auditoria;95;99;99;2020;3063;
2762;9152;Gestão de Empresas;124;136;136;2020;3063;
2763;9186;Informática de Gestão;52;53;53;2020;3063;
2764;9722;Contabilidade e Gestão Pública;55;55;55;2020;3063;
2765;9801;Solicitadoria e Administração;90;92;92;2020;3063;
2766;L023;Marketing e Negócios Internacionais;68;73;73;2020;3063;
2767;L056;Comércio e Relações Económicas Internacionais;34;36;36;2020;3063;
2768;9089;Engenharia Civil;21;2;21;2020;3064;
2769;9104;Engenharia e Gestão Industrial;28;28;28;2020;3064;
2770;9105;Engenharia Eletromecânica;28;22;28;2020;3064;
2771;9109;Engenharia Eletrotécnica;49;20;49;2020;3064;
2772;9119;Engenharia Informática;140;143;143;2020;3064;
2773;9123;Engenharia Mecânica;70;59;70;2020;3064;
2774;9540;Bioengenharia;31;26;31;2020;3064;
2775;9770;Engenharia Informática (Curso Europeu);20;20;20;2020;3064;
2776;9884;Engenharia Eletrotécnica (regime pós-laboral);22;1;22;2020;3064;
2777;9885;Engenharia Informática (regime pós-laboral);20;21;21;2020;3064;
2778;L133;Engenharia Biomédica - Bioeletrónica;42;7;42;2020;3064;
2779;L155;Gestão Sustentável das Cidades;25;25;25;2020;3064;
2780;8147;Sistemas e Tecnologias da Informação;37;1;37;2020;3065;
2781;9058;Contabilidade e Administração;46;46;46;2020;3065;
2782;9119;Engenharia Informática;44;36;44;2020;3065;
2783;9147;Gestão;40;40;40;2020;3065;
2784;9205;Marketing;35;36;36;2020;3065;
2785;L018;Desenvolvimento Regional e Ordenamento do Território;10;2;10;2020;3065;
2786;L146;Gestão de Bioindústrias;12;3;12;2020;3065;
2787;8337;Imagem Animada;31;29;31;2020;3081;
2788;9023;Ciências da Comunicação;39;39;39;2020;3081;
2789;9070;Design de Comunicação;41;50;50;2020;3081;
2790;9084;Educação Social;33;33;33;2020;3081;
2791;9563;Desporto;40;41;41;2020;3081;
2792;9853;Educação Básica;25;26;26;2020;3081;
2793;9147;Gestão;78;81;81;2020;3082;
2794;9148;Gestão (regime noturno);23;21;23;2020;3082;
2795;9173;Gestão Hoteleira;50;53;53;2020;3082;
2796;9205;Marketing;35;35;35;2020;3082;
2797;9254;Turismo;68;70;70;2020;3082;
2798;9087;Engenharia Alimentar;20;0;20;2020;3083;
2799;9089;Engenharia Civil;20;5;20;2020;3083;
2800;9112;Engenharia Eletrotécnica e de Computadores;23;7;23;2020;3083;
2801;9123;Engenharia Mecânica;23;16;23;2020;3083;
2802;9147;Gestão;38;40;40;2020;3087;
2803;9148;Gestão (regime noturno);20;5;20;2020;3087;
2804;9254;Turismo;47;42;47;2020;3087;
2805;8339;Comunicação Multimédia;65;31;65;2020;3091;
2806;9005;Animação Sociocultural;31;8;31;2020;3091;
2807;9563;Desporto;67;67;67;2020;3091;
2808;9652;Comunicação e Relações Públicas;67;27;67;2020;3091;
2809;9853;Educação Básica;32;4;32;2020;3091;
2810;9056;Contabilidade;43;12;43;2020;3092;
2811;9072;Design de Equipamento;29;9;29;2020;3092;
2812;9089;Engenharia Civil;33;0;33;2020;3092;
2813;9119;Engenharia Informática;84;15;84;2020;3092;
2814;9128;Engenharia Topográfica;28;0;28;2020;3092;
2815;9147;Gestão;58;60;60;2020;3092;
2816;9157;Gestão de Recursos Humanos;50;44;50;2020;3092;
2817;9205;Marketing;37;38;38;2020;3092;
2818;9855;Energia e Ambiente;30;2;30;2020;3092;
2819;L196;Mecânica e Informática Industrial;45;6;45;2020;3092;
2820;9173;Gestão Hoteleira;52;24;52;2020;3095;
2821;9255;Turismo e Lazer;39;16;39;2020;3095;
2822;9484;Restauração e Catering;36;4;36;2020;3095;
2823;8014;Serviço Social (regime pós-laboral);20;20;20;2020;3101;
2824;8476;Relações Humanas e Comunicação Organizacional (reg. de ensino a distância);24;7;24;2020;3101;
2825;9084;Educação Social;46;47;47;2020;3101;
2826;9238;Serviço Social;47;49;49;2020;3101;
2827;9492;Tradução e Interpretação: Português/Chinês - Chinês/Português;31;32;32;2020;3101;
2828;9797;Relações Humanas e Comunicação Organizacional;45;46;46;2020;3101;
2829;9851;Desporto e Bem-Estar;52;54;54;2020;3101;
2830;9853;Educação Básica;69;47;69;2020;3101;
2831;L099;Comunicação e Media;41;41;41;2020;3101;
2832;8015;Solicitadoria (regime pós-laboral);25;26;26;2020;3102;
2833;9002;Administração Pública;30;30;30;2020;3102;
2834;9089;Engenharia Civil;33;1;33;2020;3102;
2835;9104;Engenharia e Gestão Industrial;27;17;27;2020;3102;
2836;9112;Engenharia Eletrotécnica e de Computadores;39;21;39;2020;3102;
2837;9119;Engenharia Informática;111;111;111;2020;3102;
2838;9123;Engenharia Mecânica;47;24;47;2020;3102;
2839;9147;Gestão;93;94;94;2020;3102;
2840;9205;Marketing;52;53;53;2020;3102;
2841;9242;Solicitadoria;72;72;72;2020;3102;
2842;9627;Contabilidade e Finanças;47;48;48;2020;3102;
2843;9648;Engenharia da Energia e do Ambiente;28;1;28;2020;3102;
2844;9690;Biomecânica;30;18;30;2020;3102;
2845;9741;Engenharia Automóvel;45;28;45;2020;3102;
2846;9885;Engenharia Informática (regime pós-laboral);30;24;30;2020;3102;
2847;9886;Engenharia Mecânica (regime pós-laboral);15;1;15;2020;3102;
2848;9991;Gestão (regime pós-laboral);37;37;37;2020;3102;
2849;L055;Jogos Digitais e Multimédia;51;53;53;2020;3102;
2850;L104;Engenharia Eletrotécnica e de Computadores (regime pós-laboral);15;0;15;2020;3102;
2851;8126;Design Gráfico e Multimédia (regime pós-laboral);30;31;31;2020;3103;
2852;8525;Design de Produto - Cerâmica e Vidro;28;25;28;2020;3103;
2853;9007;Artes Plásticas;58;61;61;2020;3103;
2854;9074;Design Industrial;32;33;33;2020;3103;
2855;9243;Teatro;27;28;28;2020;3103;
2856;9457;Som e Imagem;64;68;68;2020;3103;
2857;9723;Design de Ambientes;29;30;30;2020;3103;
2858;9729;Design Gráfico e Multimédia;78;78;78;2020;3103;
2859;L127;Programação e Produção Cultural;25;9;25;2020;3103;
2860;8514;Gestão de Eventos;30;29;30;2020;3105;
2861;9014;Biologia Marinha e Biotecnologia;57;58;58;2020;3105;
2862;9016;Biotecnologia;30;21;30;2020;3105;
2863;9087;Engenharia Alimentar;25;3;25;2020;3105;
2864;9178;Gestão Turística e Hoteleira;59;60;60;2020;3105;
2865;9207;Marketing Turístico;40;42;42;2020;3105;
2866;9254;Turismo;60;60;60;2020;3105;
2867;9848;Animação Turística;30;24;30;2020;3105;
2868;L131;Gestão da Restauração e Catering;29;10;29;2020;3105;
2869;8307;Artes Visuais e Tecnologias;94;96;96;2020;3112;
2870;9005;Animação Sociocultural;28;29;29;2020;3112;
2871;9853;Educação Básica;83;84;84;2020;3112;
2872;9876;Educação Básica (regime pós-laboral);20;20;20;2020;3112;
2873;L134;Mediação Artística e Cultural;31;32;32;2020;3112;
2874;8438;Relações Públicas e Comunicação Empresarial (regime pós-laboral);32;35;35;2020;3113;
2875;8439;Publicidade e Marketing (regime pós-laboral);29;30;30;2020;3113;
2876;9010;Audiovisual e Multimédia;93;96;96;2020;3113;
2877;9191;Jornalismo;65;66;66;2020;3113;
2878;9222;Publicidade e Marketing;62;64;64;2020;3113;
2879;9231;Relações Públicas e Comunicação Empresarial;67;69;69;2020;3113;
2880;8015;Solicitadoria (regime pós-laboral);70;70;70;2020;3117;
2881;9058;Contabilidade e Administração;175;175;175;2020;3117;
2882;9147;Gestão;149;153;153;2020;3117;
2883;9242;Solicitadoria;73;74;74;2020;3117;
2884;9476;Finanças Empresariais;56;56;56;2020;3117;
2885;9870;Contabilidade e Administração (regime pós-laboral);140;143;143;2020;3117;
2886;9889;Finanças Empresariais (regime pós-laboral);47;48;48;2020;3117;
2887;9991;Gestão (regime pós-laboral);117;122;122;2020;3117;
2888;L035;Comércio e Negócios Internacionais (regime pós-laboral);68;73;73;2020;3117;
2889;9089;Engenharia Civil;68;29;68;2020;3118;
2890;9108;Engenharia Eletrónica e Telecomunicações e de Computadores;83;75;83;2020;3118;
2891;9109;Engenharia Eletrotécnica;100;34;100;2020;3118;
2892;9121;Engenharia Informática e de Computadores;120;120;120;2020;3118;
2893;9123;Engenharia Mecânica;133;133;133;2020;3118;
2894;9126;Engenharia Química e Biológica;63;34;63;2020;3118;
2895;9455;Engenharia Biomédica;38;38;38;2020;3118;
2896;L052;Engenharia Informática e Multimédia;80;80;80;2020;3118;
2897;L085;Tecnologias e Gestão Municipal;29;29;29;2020;3118;
2898;L117;Matemática Aplicada à Tecnologia e à Empresa;30;30;30;2020;3118;
2899;L119;Engenharia Informática, Redes e Telecomunicações;30;30;30;2020;3118;
2900;8014;Serviço Social (regime pós-laboral);20;0;20;2020;3121;
2901;9084;Educação Social;25;3;25;2020;3121;
2902;9238;Serviço Social;35;32;35;2020;3121;
2903;9254;Turismo;32;9;32;2020;3121;
2904;9773;Jornalismo e Comunicação;43;42;43;2020;3121;
2905;9853;Educação Básica;22;1;22;2020;3121;
2906;9070;Design de Comunicação;27;14;27;2020;3122;
2907;9119;Engenharia Informática;39;14;39;2020;3122;
2908;9147;Gestão;47;46;47;2020;3122;
2909;9670;Administração de Publicidade e Marketing;36;36;36;2020;3122;
2910;9991;Gestão (regime pós-laboral);28;0;28;2020;3122;
2911;L033;Tecnologias de Produção de Biocombustíveis;25;3;25;2020;3122;
2912;L171;Design de Animação e Multimédia;32;32;32;2020;3122;
2913;9003;Agronomia;37;5;37;2020;3123;
2914;9085;Enfermagem Veterinária;40;39;40;2020;3123;
2915;9130;Equinicultura;22;6;22;2020;3123;
2916;8002;Línguas e Culturas Estrangeiras;66;67;67;2020;3131;
2917;8096;Gestão do Património (regime pós-laboral);27;14;27;2020;3131;
2918;8264;Artes Visuais e Tecnologias Artísticas;32;32;32;2020;3131;
2919;9084;Educação Social;64;64;64;2020;3131;
2920;9563;Desporto;34;34;34;2020;3131;
2921;9767;Gestão do Património;35;35;35;2020;3131;
2922;9807;Tradução e Interpretação em Língua Gestual Portuguesa;22;22;22;2020;3131;
2923;9853;Educação Básica;62;63;63;2020;3131;
2924;9878;Educação Musical;22;14;22;2020;3131;
2925;9879;Educação Social (regime pós-laboral);46;46;46;2020;3131;
2926;8005;Marketing (regime pós-laboral);33;33;33;2020;3134;
2927;9009;Assessoria e Tradução;55;55;55;2020;3134;
2928;9043;Ciências e Tecnologias da Documentação e Informação;30;30;30;2020;3134;
2929;9053;Comunicação Empresarial;50;50;50;2020;3134;
2930;9058;Contabilidade e Administração;245;245;245;2020;3134;
2931;9205;Marketing;105;108;108;2020;3134;
2932;9227;Recursos Humanos;50;50;50;2020;3134;
2933;9716;Comércio Internacional;40;40;40;2020;3134;
2934;9829;Assessoria e Tradução (regime pós-laboral);31;32;32;2020;3134;
2935;9866;Comércio Internacional (regime pós-laboral);30;31;31;2020;3134;
2936;9867;Comunicação Empresarial (regime pós-laboral);30;31;31;2020;3134;
2937;9870;Contabilidade e Administração (regime pós-laboral);61;61;61;2020;3134;
2938;L070;Criatividade e Inovação Empresarial;33;33;33;2020;3134;
2939;8316;Engenharia de Sistemas;50;50;50;2020;3135;
2940;9089;Engenharia Civil;60;54;60;2020;3135;
2941;9098;Engenharia de Telecomunicações e Informática;52;52;52;2020;3135;
2942;9104;Engenharia e Gestão Industrial;31;31;31;2020;3135;
2943;9110;Engenharia Eletrotécnica - Sistemas Elétricos de Energia;55;55;55;2020;3135;
2944;9112;Engenharia Eletrotécnica e de Computadores;167;167;167;2020;3135;
2945;9117;Engenharia Geotécnica e Geoambiente;20;20;20;2020;3135;
2946;9119;Engenharia Informática;210;212;212;2020;3135;
2947;9123;Engenharia Mecânica;130;130;130;2020;3135;
2948;9125;Engenharia Química;61;62;62;2020;3135;
2949;9455;Engenharia Biomédica;55;55;55;2020;3135;
2950;9936;Engenharia Mecânica Automóvel;44;45;45;2020;3135;
2951;L089;Biorrecursos;36;36;36;2020;3135;
2952;8015;Solicitadoria (regime pós-laboral);25;27;27;2020;3138;
2953;8097;Ciências Empresariais (regime pós-laboral);25;25;25;2020;3138;
2954;8288;Sistemas de Informação para a Gestão;25;23;25;2020;3138;
2955;8398;Segurança Informática em Redes de Computadores;25;25;25;2020;3138;
2956;9045;Ciências Empresariais;40;42;42;2020;3138;
2957;9119;Engenharia Informática;70;70;70;2020;3138;
2958;9242;Solicitadoria;40;40;40;2020;3138;
2959;L030;Gestão Industrial e Logística;25;26;26;2020;3138;
2960;L091;Segurança do Trabalho e Ambiente;25;25;25;2020;3138;
2961;8442;Gestão das Atividades Turísticas (regime pós-laboral);40;40;40;2020;3139;
2962;9164;Gestão e Administração Hoteleira;48;51;51;2020;3139;
2963;9921;Gestão das Atividades Turísticas;38;38;38;2020;3139;
2964;L131;Gestão da Restauração e Catering;36;37;37;2020;3139;
2965;8419;Agronomia (regime pós-laboral);33;1;33;2020;3141;
2966;9003;Agronomia;50;36;50;2020;3141;
2967;L003;Zootecnia;29;22;29;2020;3141;
2968;L080;Qualidade Alimentar e Nutrição Humana;20;5;20;2020;3141;
2969;L169;Tecnologia e Gestão Agroindustrial;20;2;20;2020;3141;
2970;9084;Educação Social;39;40;40;2020;3142;
2971;9853;Educação Básica;45;18;45;2020;3142;
2972;L130;Educação Ambiental e Turismo de Natureza;30;13;30;2020;3142;
2973;L179;Produção Multimédia em Educação;27;10;27;2020;3142;
2974;9152;Gestão de Empresas;85;88;88;2020;3143;
2975;9156;Gestão de Marketing;50;47;50;2020;3143;
2976;9185;Informática;66;21;66;2020;3143;
2977;9498;Contabilidade e Fiscalidade;39;27;39;2020;3143;
2978;9785;Negócios Internacionais;40;41;41;2020;3143;
2979;9994;Gestão de Empresas (regime pós-laboral);36;8;36;2020;3143;
2980;9730;Desporto de Natureza e Turismo Ativo;25;26;26;2020;3145;
2981;9763;Gestão das Organizações Desportivas;27;27;27;2020;3145;
2982;9808;Treino Desportivo;78;79;79;2020;3145;
2983;L008;Atividade Física e Estilos de Vida Saudáveis;28;28;28;2020;3145;
2984;L034;Desporto, Condição Física e Saúde;71;72;72;2020;3145;
2985;9054;Comunicação Social;37;37;37;2020;3151;
2986;9563;Desporto;30;30;30;2020;3151;
2987;9631;Animação e Intervenção Sociocultural;37;37;37;2020;3151;
2988;9633;Tradução e Interpretação de Língua Gestual Portuguesa;20;20;20;2020;3151;
2989;9853;Educação Básica;56;53;56;2020;3151;
2990;8515;Tecnologias de Energia;35;26;35;2020;3152;
2991;9092;Engenharia de Automação, Controlo e Instrumentação;45;2;45;2020;3152;
2992;9112;Engenharia Eletrotécnica e de Computadores;55;12;55;2020;3152;
2993;9119;Engenharia Informática;70;71;71;2020;3152;
2994;9123;Engenharia Mecânica;55;26;55;2020;3152;
2995;9862;Tecnologia e Gestão Industrial (regime noturno);40;5;40;2020;3152;
2996;L069;Tecnologia Biomédica;49;49;49;2020;3152;
2997;L124;Tecnologias do Ambiente e do Mar;34;25;34;2020;3152;
2998;8111;Gestão de Recursos Humanos (regime pós-laboral);46;49;49;2020;3153;
2999;9157;Gestão de Recursos Humanos;59;61;61;2020;3153;
3000;9205;Marketing;56;57;57;2020;3153;
3001;9627;Contabilidade e Finanças;60;61;61;2020;3153;
3002;9628;Contabilidade e Finanças (regime noturno);31;32;32;2020;3153;
3003;9629;Gestão da Distribuição e da Logística;49;50;50;2020;3153;
3004;9630;Gestão de Sistemas de Informação;65;68;68;2020;3153;
3005;9993;Gestão da Distribuição e da Logística (regime pós-laboral);49;56;56;2020;3153;
3006;9016;Biotecnologia;59;61;61;2020;3154;
3007;9089;Engenharia Civil;20;0;20;2020;3154;
3008;9090;Engenharia Civil (regime noturno);20;0;20;2020;3154;
3009;9687;Bioinformática;40;15;40;2020;3154;
3010;L100;Tecnologias do Petróleo;30;4;30;2020;3154;
3011;9500;Enfermagem;44;47;47;2020;3155;
3012;9504;Fisioterapia;44;46;46;2020;3155;
3013;9890;Terapia da Fala;25;26;26;2020;3155;
3014;L160;Acupuntura;20;5;20;2020;3155;
3015;9003;Agronomia;41;10;41;2020;3161;
3016;9016;Biotecnologia;29;11;29;2020;3161;
3017;9085;Enfermagem Veterinária;41;41;41;2020;3161;
3018;L164;Engenharia do Ambiente e Geoinformática;28;1;28;2020;3161;
3019;9473;Educação Social Gerontológica;30;29;30;2020;3162;
3020;9853;Educação Básica;56;37;56;2020;3162;
3021;L122;Artes Plásticas e Tecnologias Artísticas;36;17;36;2020;3162;
3022;8114;Turismo (regime pós-laboral);34;11;34;2020;3163;
3023;8407;Engenharia da Computação Gráfica e Multimédia;57;15;57;2020;3163;
3024;9087;Engenharia Alimentar;25;2;25;2020;3163;
3025;9119;Engenharia Informática;85;85;85;2020;3163;
3026;9123;Engenharia Mecânica;41;19;41;2020;3163;
3027;9147;Gestão;58;58;58;2020;3163;
3028;9148;Gestão (regime noturno);46;25;46;2020;3163;
3029;9254;Turismo;54;56;56;2020;3163;
3030;9723;Design de Ambientes;40;29;40;2020;3163;
3031;9727;Design do Produto;49;51;51;2020;3163;
3032;9743;Engenharia Civil e do Ambiente;42;0;42;2020;3163;
3033;9751;Engenharia Mecatrónica;42;4;42;2020;3163;
3034;L153;Engenharia de Redes e Sistemas de Computadores;55;19;55;2020;3163;
3035;8464;Gestão da Distribuição e Logística;32;30;32;2020;3164;
3036;8516;Organização e Gestão Empresariais;32;32;32;2020;3164;
3037;9498;Contabilidade e Fiscalidade;34;34;34;2020;3164;
3038;9664;Marketing e Comunicação Empresarial;41;41;41;2020;3164;
3039;9731;Desporto e Lazer;76;76;76;2020;3165;
3040;9054;Comunicação Social;65;67;67;2020;3181;
3041;9084;Educação Social;59;59;59;2020;3181;
3042;9347;Artes Plásticas e Multimédia;45;35;45;2020;3181;
3043;9850;Desporto e Atividade Física;35;35;35;2020;3181;
3044;9853;Educação Básica;46;14;46;2020;3181;
3045;9930;Publicidade e Relações Públicas;67;67;67;2020;3181;
3046;L154;Artes da Performance Cultural;26;1;26;2020;3181;
3047;8296;Gestão Industrial;35;12;35;2020;3182;
3048;8517;Tecnologia e Design de Mobiliário;40;8;40;2020;3182;
3049;9056;Contabilidade;40;40;40;2020;3182;
3050;9089;Engenharia Civil;44;1;44;2020;3182;
3051;9099;Engenharia do Ambiente;36;1;36;2020;3182;
3052;9109;Engenharia Eletrotécnica;48;3;48;2020;3182;
3053;9119;Engenharia Informática;66;66;66;2020;3182;
3054;9123;Engenharia Mecânica;45;7;45;2020;3182;
3055;9152;Gestão de Empresas;72;73;73;2020;3182;
3056;9205;Marketing;43;43;43;2020;3182;
3057;9254;Turismo;45;45;45;2020;3182;
3058;9491;Tecnologias e Design de Multimédia;48;28;48;2020;3182;
3059;9994;Gestão de Empresas (regime pós-laboral);38;7;38;2020;3182;
3060;9085;Enfermagem Veterinária;45;46;46;2020;3185;
3061;9086;Engenharia Agronómica;24;7;24;2020;3185;
3062;9087;Engenharia Alimentar;25;2;25;2020;3185;
3063;9129;Engenharia Zootécnica;25;3;25;2020;3185;
3064;8014;Serviço Social (regime pós-laboral);27;3;27;2020;3186;
3065;9122;Engenharia Informática e Telecomunicações;35;1;35;2020;3186;
3066;9168;Gestão e Informática;23;12;23;2020;3186;
3067;9179;Gestão Turística, Cultural e Patrimonial;23;10;23;2020;3186;
3068;9238;Serviço Social;32;33;33;2020;3186;
3069;L116;Secretariado de Administração;36;30;36;2020;3186;
3070;9056;Contabilidade;27;8;27;2020;3241;
3071;9152;Gestão de Empresas;54;27;54;2020;3241;
3072;9640;Gestão de Recursos Humanos e Comportamento Organizacional;37;37;37;2020;3241;
3073;L207;Turismo e Gestão do Património Cultural;41;11;41;2020;3241;
3074;9112;Engenharia Eletrotécnica e de Computadores;43;2;43;2020;3242;
3075;9119;Engenharia Informática;67;33;67;2020;3242;
3076;9380;Conservação e Restauro;33;17;33;2020;3242;
3077;9644;Design e Tecnologia das Artes Gráficas;52;18;52;2020;3242;
3078;9645;Fotografia;35;17;35;2020;3242;
3079;L142;Tecnologia Química;28;2;28;2020;3242;
3080;L186;Gestão da Edificação e Obras;22;0;22;2020;3242;
3081;9054;Comunicação Social;40;26;40;2020;3243;
3082;9123;Engenharia Mecânica;25;0;25;2020;3243;
3083;L143;Informática e Tecnologias Multimédia;33;2;33;2020;3243;
3084;L177;Cinema Documental;25;13;25;2020;3243;
3085;9069;Design;47;47;47;2020;3331;
3086;9213;Multimédia;27;27;27;2020;3331;
3087;9244;Tecnologia da Comunicação Audiovisual;27;27;27;2020;3331;
3088;9645;Fotografia;24;24;24;2020;3331;
3089;L071;Tecnologias e Sistemas de Informação para a Web;34;34;34;2020;3331;
3090;9007;Artes Plásticas;84;85;85;2020;5402;
3091;9070;Design de Comunicação;54;55;55;2020;5402;
3092;8014;Serviço Social (regime pós-laboral);52;54;54;2020;6800;
3093;8029;Finanças e Contabilidade;92;93;93;2020;6800;
3094;8109;Sociologia (regime pós-laboral);48;49;49;2020;6800;
3095;8366;Informática e Gestão de Empresas (regime pós-laboral);35;35;35;2020;6800;
3096;9019;Ciência Política;57;57;57;2020;6800;
3097;9081;Economia;87;88;88;2020;6800;
3098;9098;Engenharia de Telecomunicações e Informática;60;61;61;2020;6800;
3099;9119;Engenharia Informática;60;62;62;2020;6800;
3100;9147;Gestão;200;203;203;2020;6800;
3101;9156;Gestão de Marketing;60;61;61;2020;6800;
3102;9157;Gestão de Recursos Humanos;55;57;57;2020;6800;
3103;9189;Informática e Gestão de Empresas;60;60;60;2020;6800;
3104;9219;Psicologia;72;77;77;2020;6800;
3105;9240;Sociologia;83;84;84;2020;6800;
3106;9257;Arquitetura;60;60;60;2020;6800;
3107;9448;Antropologia;33;33;33;2020;6800;
3108;9885;Engenharia Informática (regime pós-laboral);35;35;35;2020;6800;
3109;9927;História Moderna e Contemporânea;38;39;39;2020;6800;
3110;L030;Gestão Industrial e Logística;60;61;61;2020;6800;
3111;L188;Ciência de Dados;61;62;62;2020;6800;
3112;L189;Ciência de Dados (regime pós-laboral);30;30;30;2020;6800;
3113;9500;Enfermagem;320;329;329;2020;7001;
3114;9500;Enfermagem;288;293;293;2020;7002;
3115;9500;Enfermagem;257;258;258;2020;7003;
3116;8138;Terapia Ocupacional;26;28;28;2020;7005;
3117;9500;Enfermagem;37;39;39;2020;7005;
3118;9500;Enfermagem;82;82;82;2020;7010;
3119;8149;Dietética e Nutrição;41;25;41;2020;7015;
3120;9500;Enfermagem;60;70;70;2020;7015;
3121;9501;Enfermagem (entrada no 2.º semestre);50;12;50;2020;7015;
3122;9549;Farmácia;53;34;53;2020;7015;
3123;9833;Gerontologia;35;1;35;2020;7015;
3124;L068;Ciências Biomédicas Laboratoriais;45;40;45;2020;7015;
3125;9500;Enfermagem;58;62;62;2020;7020;
3126;9504;Fisioterapia;38;41;41;2020;7020;
3127;L066;Imagem Médica e Radioterapia;23;23;23;2020;7020;
3128;L067;Fisiologia Clínica;23;23;23;2020;7020;
3129;L068;Ciências Biomédicas Laboratoriais;31;32;32;2020;7020;
3130;9500;Enfermagem;66;69;69;2020;7030;
3131;8149;Dietética e Nutrição;33;34;34;2020;7035;
3132;9500;Enfermagem;33;34;34;2020;7035;
3133;9549;Farmácia;25;28;28;2020;7035;
