codInst,codCurso,Inst,Curso,Grau,Vagas,Colocados,Nota,Sobras
0201,9821,Universidade do Algarve - Faculdade de Ciências Humanas e Sociais,Ciências da Educação e da Formação,L1,38,38,128.5,0
0201,9834,Universidade do Algarve - Faculdade de Ciências Humanas e Sociais,Línguas e Comunicação,L1,43,43,127.7,0
0203,8258,Universidade do Algarve - Faculdade de Ciências e Tecnologia,Arquitetura Paisagista,L1,20,21,130.9,0
0203,9003,Universidade do Algarve - Faculdade de Ciências e Tecnologia,Agronomia,L1,20,15,103.0,5
0203,9011,Universidade do Algarve - Faculdade de Ciências e Tecnologia,Biologia,L1,54,55,144.2,0
0203,9013,Universidade do Algarve - Faculdade de Ciências e Tecnologia,Biologia Marinha,L1,78,79,144.2,0
0203,9015,Universidade do Algarve - Faculdade de Ciências e Tecnologia,Bioquímica,L1,27,27,140.0,0
0203,9016,Universidade do Algarve - Faculdade de Ciências e Tecnologia,Biotecnologia,L1,26,26,136.1,0
0203,9119,Universidade do Algarve - Faculdade de Ciências e Tecnologia,Engenharia Informática,L1,102,54,110.7,48
0203,9210,Universidade do Algarve - Faculdade de Ciências e Tecnologia,Matemática Aplicada à Economia e à Gestão,L1,34,17,118.4,17
0203,9494,Universidade do Algarve - Faculdade de Ciências e Tecnologia,Ciências Farmacêuticas,MI,55,55,156.7,0
0203,9540,Universidade do Algarve - Faculdade de Ciências e Tecnologia,Bioengenharia,L1,20,6,134.7,14
0203,L123,Universidade do Algarve - Faculdade de Ciências e Tecnologia,Gestão Marinha e Costeira,L1,29,30,122.5,0
0204,9081,Universidade do Algarve - Faculdade de Economia,Economia,L1,48,26,105.8,22
0204,9152,Universidade do Algarve - Faculdade de Economia,Gestão de Empresas,L1,74,77,147.4,0
0204,9240,Universidade do Algarve - Faculdade de Economia,Sociologia,L1,40,40,130.3,0
0206,9351,Universidade do Algarve - Faculdade de Medicina e Ciências Biomédicas,Ciências Biomédicas,L1,52,52,152.1,0
0300,9002,Universidade de Aveiro,Administração Pública,L1,62,62,147.4,0
0300,9011,Universidade de Aveiro,Biologia,L1,104,105,162.0,0
0300,9012,Universidade de Aveiro,Biologia e Geologia,L1,24,24,147.8,0
0300,9015,Universidade de Aveiro,Bioquímica,L1,61,61,171.0,0
0300,9016,Universidade de Aveiro,Biotecnologia,L1,59,59,171.0,0
0300,9041,Universidade de Aveiro,Ciências do Mar,L1,33,34,140.0,0
0300,9069,Universidade de Aveiro,Design,L1,57,57,168.4,0
0300,9081,Universidade de Aveiro,Economia,L1,51,51,162.0,0
0300,9089,Universidade de Aveiro,Engenharia Civil,L1,30,26,126.0,4
0300,9096,Universidade de Aveiro,Engenharia de Materiais,L1,34,29,128.8,5
0300,9099,Universidade de Aveiro,Engenharia do Ambiente,L1,26,16,118.2,10
0300,9104,Universidade de Aveiro,Engenharia e Gestão Industrial,L1,82,82,166.6,0
0300,9113,Universidade de Aveiro,Engenharia Física,L1,45,45,160.0,0
0300,9119,Universidade de Aveiro,Engenharia Informática,L1,69,69,167.8,0
0300,9123,Universidade de Aveiro,Engenharia Mecânica,L1,112,112,155.3,0
0300,9125,Universidade de Aveiro,Engenharia Química,L1,46,46,149.2,0
0300,9141,Universidade de Aveiro,Física,L1,21,21,150.5,0
0300,9146,Universidade de Aveiro,Geologia,L1,20,20,122.6,0
0300,9147,Universidade de Aveiro,Gestão,L1,45,46,168.8,0
0300,9194,Universidade de Aveiro,Línguas e Estudos Editoriais,L1,33,33,147.6,0
0300,9196,Universidade de Aveiro,Línguas e Relações Empresariais,L1,75,75,154.0,0
0300,9204,Universidade de Aveiro,"Línguas, Literaturas e Culturas",L1,37,37,146.6,0
0300,9209,Universidade de Aveiro,Matemática,L1,38,38,140.8,0
0300,9212,Universidade de Aveiro,"Meteorologia, Oceanografia e Geofísica",L1,20,20,118.0,0
0300,9215,Universidade de Aveiro,Novas Tecnologias da Comunicação,L1,74,75,147.2,0
0300,9219,Universidade de Aveiro,Psicologia,L1,33,33,166.0,0
0300,9223,Universidade de Aveiro,Química,L1,26,11,129.6,15
0300,9252,Universidade de Aveiro,Tradução,L1,37,37,148.8,0
0300,9351,Universidade de Aveiro,Ciências Biomédicas,L1,75,76,176.8,0
0300,9455,Universidade de Aveiro,Engenharia Biomédica,L1,44,44,170.3,0
0300,9853,Universidade de Aveiro,Educação Básica,L1,44,44,136.8,0
0300,L187,Universidade de Aveiro,Gestão e Planeamento em Turismo,L1,26,26,141.2,0
0300,L209,Universidade de Aveiro,Engenharia Eletrotécnica e de Computadores,L1,83,65,113.0,18
0300,L217,Universidade de Aveiro,Engenharia de Computadores e Informática,L1,91,91,139.0,0
0300,L221,Universidade de Aveiro,Engenharia Aeroespacial,L1,30,31,186.4,0
0300,L223,Universidade de Aveiro,Engenharia Computacional,L1,25,25,137.0,0
0400,8184,Universidade da Beira Interior,Optometria e Ciências da Visão,L1,30,32,126.8,0
0400,9015,Universidade da Beira Interior,Bioquímica,L1,50,50,143.8,0
0400,9016,Universidade da Beira Interior,Biotecnologia,L1,40,40,139.7,0
0400,9020,Universidade da Beira Interior,Ciência Política e Relações Internacionais,L1,35,36,163.6,0
0400,9023,Universidade da Beira Interior,Ciências da Comunicação,L1,50,50,148.3,0
0400,9025,Universidade da Beira Interior,Ciências da Cultura,L1,20,20,128.3,0
0400,9048,Universidade da Beira Interior,Cinema,L1,45,45,146.6,0
0400,9071,Universidade da Beira Interior,Design de Moda,L1,50,51,146.0,0
0400,9074,Universidade da Beira Interior,Design Industrial,L1,40,41,132.9,0
0400,9075,Universidade da Beira Interior,Design Multimédia,L1,40,40,145.7,0
0400,9081,Universidade da Beira Interior,Economia,L1,45,45,117.8,0
0400,9089,Universidade da Beira Interior,Engenharia Civil,L1,24,3,125.3,21
0400,9104,Universidade da Beira Interior,Engenharia e Gestão Industrial,L1,22,21,125.4,1
0400,9105,Universidade da Beira Interior,Engenharia Eletromecânica,L1,35,14,123.5,21
0400,9112,Universidade da Beira Interior,Engenharia Eletrotécnica e de Computadores,L1,25,6,124.3,19
0400,9119,Universidade da Beira Interior,Engenharia Informática,L1,70,70,127.2,0
0400,9147,Universidade da Beira Interior,Gestão,L1,70,70,157.5,0
0400,9205,Universidade da Beira Interior,Marketing,L1,35,35,128.9,0
0400,9219,Universidade da Beira Interior,Psicologia,L1,50,50,162.1,0
0400,9225,Universidade da Beira Interior,Química Industrial,L1,20,20,124.8,0
0400,9240,Universidade da Beira Interior,Sociologia,L1,45,46,139.6,0
0400,9257,Universidade da Beira Interior,Arquitetura,MI,50,52,149.7,0
0400,9351,Universidade da Beira Interior,Ciências Biomédicas,L1,60,60,158.4,0
0400,9494,Universidade da Beira Interior,Ciências Farmacêuticas,MI,60,60,164.6,0
0400,9707,Universidade da Beira Interior,Ciências do Desporto,L1,60,61,139.0,0
0400,9740,Universidade da Beira Interior,Engenharia Aeronáutica,L1,50,50,165.1,0
0400,9813,Universidade da Beira Interior,Medicina,MI,140,142,183.2,0
0400,9835,Universidade da Beira Interior,Matemática e Aplicações,L1,24,1,134.5,23
0400,9918,Universidade da Beira Interior,Estudos Portugueses e Espanhóis,L1,25,21,112.5,4
0400,L042,Universidade da Beira Interior,Informática Web,L1,25,13,117.8,12
0400,L205,Universidade da Beira Interior,Física e Aplicações,L1,25,2,143.1,23
0501,8408,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,Química Medicinal,L1,30,18,112.8,12
0501,9011,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,Biologia,L1,95,97,156.5,0
0501,9015,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,Bioquímica,L1,65,65,164.0,0
0501,9089,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,Engenharia Civil,L1,55,25,120.0,30
0501,9099,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,Engenharia do Ambiente,L1,21,10,116.8,11
0501,9104,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,Engenharia e Gestão Industrial,L1,61,61,154.8,0
0501,9113,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,Engenharia Física,L1,39,39,158.3,0
0501,9119,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,Engenharia Informática,L1,145,145,144.0,0
0501,9123,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,Engenharia Mecânica,L1,110,111,143.8,0
0501,9125,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,Engenharia Química,L1,45,45,133.3,0
0501,9141,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,Física,L1,33,33,147.0,0
0501,9146,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,Geologia,L1,29,30,121.0,0
0501,9209,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,Matemática,L1,40,40,134.0,0
0501,9223,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,Química,L1,29,17,123.5,12
0501,9257,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,Arquitetura,MI,69,69,148.5,0
0501,9448,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,Antropologia,L1,47,49,136.5,0
0501,9455,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,Engenharia Biomédica,L1,73,73,170.5,0
0501,9891,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,Design e Multimédia,L1,74,75,152.0,0
0501,L192,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,Engenharia e Ciência de Dados,L1,40,40,131.8,0
0501,L209,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,Engenharia Eletrotécnica e de Computadores,L1,115,52,124.8,63
0502,8067,Universidade de Coimbra - Faculdade de Direito,Administração Público-Privada,L1,41,43,162.5,0
0502,9078,Universidade de Coimbra - Faculdade de Direito,Direito,L1,354,360,168.5,0
0503,9081,Universidade de Coimbra - Faculdade de Economia,Economia,L1,160,162,142.5,0
0503,9147,Universidade de Coimbra - Faculdade de Economia,Gestão,L1,99,99,160.0,0
0503,9229,Universidade de Coimbra - Faculdade de Economia,Relações Internacionais,L1,47,49,174.5,0
0503,9240,Universidade de Coimbra - Faculdade de Economia,Sociologia,L1,41,42,150.5,0
0504,9494,Universidade de Coimbra - Faculdade de Farmácia,Ciências Farmacêuticas,MI,208,210,164.0,0
0504,9819,Universidade de Coimbra - Faculdade de Farmácia,Ciências Bioanalíticas,L1,31,31,153.8,0
0504,9832,Universidade de Coimbra - Faculdade de Farmácia,Farmácia Biomédica,L1,30,30,156.2,0
0505,8393,Universidade de Coimbra - Faculdade de Letras,Português,L1,36,37,141.0,0
0505,9006,Universidade de Coimbra - Faculdade de Letras,Arqueologia,L1,25,25,137.0,0
0505,9132,Universidade de Coimbra - Faculdade de Letras,Estudos Artísticos,L1,38,40,140.5,0
0505,9133,Universidade de Coimbra - Faculdade de Letras,Estudos Clássicos,L1,20,20,132.0,0
0505,9135,Universidade de Coimbra - Faculdade de Letras,Estudos Europeus,L1,33,33,159.0,0
0505,9139,Universidade de Coimbra - Faculdade de Letras,Filosofia,L1,28,28,148.0,0
0505,9143,Universidade de Coimbra - Faculdade de Letras,Geografia,L1,63,63,148.0,0
0505,9181,Universidade de Coimbra - Faculdade de Letras,História,L1,68,69,155.5,0
0505,9182,Universidade de Coimbra - Faculdade de Letras,História da Arte,L1,24,26,141.5,0
0505,9694,Universidade de Coimbra - Faculdade de Letras,Ciência da Informação,L1,27,28,135.2,0
0505,9773,Universidade de Coimbra - Faculdade de Letras,Jornalismo e Comunicação,L1,51,53,166.0,0
0505,9779,Universidade de Coimbra - Faculdade de Letras,Línguas Modernas,L1,86,90,159.5,0
0505,L109,Universidade de Coimbra - Faculdade de Letras,"Turismo, Território e Patrimónios",L1,40,40,145.5,0
0506,9548,Universidade de Coimbra - Faculdade de Medicina,Medicina Dentária,MI,53,53,183.5,0
0506,9813,Universidade de Coimbra - Faculdade de Medicina,Medicina,MI,255,256,185.2,0
0507,9026,Universidade de Coimbra - Faculdade de Psicologia e de Ciências da Educação,Ciências da Educação,L1,70,70,146.5,0
0507,9219,Universidade de Coimbra - Faculdade de Psicologia e de Ciências da Educação,Psicologia,L1,133,134,168.2,0
0507,9238,Universidade de Coimbra - Faculdade de Psicologia e de Ciências da Educação,Serviço Social,L1,38,38,158.5,0
0508,9707,Universidade de Coimbra - Faculdade de Ciências do Desporto e Educação Física,Ciências do Desporto,L1,117,118,143.6,0
0602,8262,Universidade de Évora - Escola de Ciências e Tecnologia,Biologia Humana,L1,36,36,138.5,0
0602,9003,Universidade de Évora - Escola de Ciências e Tecnologia,Agronomia,L1,45,45,128.1,0
0602,9011,Universidade de Évora - Escola de Ciências e Tecnologia,Biologia,L1,40,40,149.0,0
0602,9015,Universidade de Évora - Escola de Ciências e Tecnologia,Bioquímica,L1,40,40,141.7,0
0602,9016,Universidade de Évora - Escola de Ciências e Tecnologia,Biotecnologia,L1,30,31,138.0,0
0602,9104,Universidade de Évora - Escola de Ciências e Tecnologia,Engenharia e Gestão Industrial,L1,20,8,140.2,12
0602,9119,Universidade de Évora - Escola de Ciências e Tecnologia,Engenharia Informática,L1,60,57,96.3,3
0602,9143,Universidade de Évora - Escola de Ciências e Tecnologia,Geografia,L1,34,34,136.8,0
0602,9210,Universidade de Évora - Escola de Ciências e Tecnologia,Matemática Aplicada à Economia e à Gestão,L1,38,24,122.3,14
0602,9707,Universidade de Évora - Escola de Ciências e Tecnologia,Ciências do Desporto,L1,54,56,139.4,0
0602,9751,Universidade de Évora - Escola de Ciências e Tecnologia,Engenharia Mecatrónica,L1,40,9,123.7,31
0602,9752,Universidade de Évora - Escola de Ciências e Tecnologia,Enologia,L1,20,20,95.0,0
0602,9818,Universidade de Évora - Escola de Ciências e Tecnologia,Ciência e Tecnologia Animal,L1,40,42,127.7,0
0602,9841,Universidade de Évora - Escola de Ciências e Tecnologia,Reabilitação Psicomotora,L1,29,30,139.6,0
0602,9847,Universidade de Évora - Escola de Ciências e Tecnologia,Medicina Veterinária,MI,55,55,172.6,0
0602,9910,Universidade de Évora - Escola de Ciências e Tecnologia,Engenharia de Energias Renováveis,L1,20,4,119.8,16
0602,L090,Universidade de Évora - Escola de Ciências e Tecnologia,Ecologia e Ambiente,L1,16,16,117.5,0
0603,9069,Universidade de Évora - Escola de Artes,Design,L1,38,39,150.7,0
0603,9243,Universidade de Évora - Escola de Artes,Teatro,L1,24,24,143.8,0
0603,9257,Universidade de Évora - Escola de Artes,Arquitetura,MI,38,38,145.7,0
0603,9347,Universidade de Évora - Escola de Artes,Artes Plásticas e Multimédia,L1,40,41,138.2,0
0604,8251,Universidade de Évora - Escola de Ciências Sociais,História e Arqueologia,L1,40,40,137.0,0
0604,9026,Universidade de Évora - Escola de Ciências Sociais,Ciências da Educação,L1,34,34,127.2,0
0604,9081,Universidade de Évora - Escola de Ciências Sociais,Economia,L1,44,31,121.9,13
0604,9147,Universidade de Évora - Escola de Ciências Sociais,Gestão,L1,68,68,151.7,0
0604,9219,Universidade de Évora - Escola de Ciências Sociais,Psicologia,L1,52,53,161.0,0
0604,9229,Universidade de Évora - Escola de Ciências Sociais,Relações Internacionais,L1,62,64,153.4,0
0604,9240,Universidade de Évora - Escola de Ciências Sociais,Sociologia,L1,45,46,134.7,0
0604,9254,Universidade de Évora - Escola de Ciências Sociais,Turismo,L1,40,41,133.9,0
0604,9787,Universidade de Évora - Escola de Ciências Sociais,Património Cultural,L1,24,24,119.1,0
0604,9853,Universidade de Évora - Escola de Ciências Sociais,Educação Básica,L1,24,25,126.7,0
0604,L047,Universidade de Évora - Escola de Ciências Sociais,Línguas e Literaturas,L1,55,55,129.2,0
0604,L173,Universidade de Évora - Escola de Ciências Sociais,Estudos de Filosofia e de Cultura Contemporânea,L1,20,4,117.9,16
0901,9554,Universidade Nova de Lisboa - Faculdade de Ciências Médicas,Ciências da Nutrição,L1,35,35,175.3,0
0901,9813,Universidade Nova de Lisboa - Faculdade de Ciências Médicas,Medicina,MI,231,233,184.5,0
0902,8109,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,Sociologia (regime pós-laboral),L1,20,20,139.0,0
0902,9006,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,Arqueologia,L1,27,27,141.0,0
0902,9020,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,Ciência Política e Relações Internacionais,L1,100,103,176.5,0
0902,9023,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,Ciências da Comunicação,L1,97,101,178.5,0
0902,9040,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,Ciências da Linguagem,L1,20,21,149.5,0
0902,9046,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,Ciências Musicais,L1,45,46,140.5,0
0902,9139,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,Filosofia,L1,25,26,164.0,0
0902,9145,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,Geografia e Planeamento Regional,L1,58,58,153.5,0
0902,9181,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,História,L1,46,46,164.0,0
0902,9182,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,História da Arte,L1,40,41,146.0,0
0902,9204,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,"Línguas, Literaturas e Culturas",L1,76,79,162.5,0
0902,9240,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,Sociologia,L1,57,57,152.5,0
0902,9252,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,Tradução,L1,61,65,167.5,0
0902,9448,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,Antropologia,L1,43,44,141.0,0
0902,9917,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,Estudos Portugueses,L1,21,21,140.0,0
0903,8036,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,Conservação - Restauro,L1,27,27,156.6,0
0903,9015,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,Bioquímica,L1,80,80,175.0,0
0903,9089,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,Engenharia Civil,L1,68,69,132.0,0
0903,9096,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,Engenharia de Materiais,L1,23,23,156.2,0
0903,9099,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,Engenharia do Ambiente,L1,62,62,142.8,0
0903,9104,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,Engenharia e Gestão Industrial,L1,55,56,166.6,0
0903,9113,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,Engenharia Física,L1,30,30,176.0,0
0903,9116,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,Engenharia Geológica,L1,20,18,113.0,2
0903,9119,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,Engenharia Informática,L1,170,172,157.0,0
0903,9123,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,Engenharia Mecânica,L1,75,76,167.4,0
0903,9126,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,Engenharia Química e Biológica,L1,75,75,154.8,0
0903,9209,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,Matemática,L1,25,25,155.4,0
0903,9224,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,Química Aplicada,L1,35,35,152.6,0
0903,9348,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,Biologia Celular e Molecular,L1,65,65,178.0,0
0903,9455,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,Engenharia Biomédica,L1,60,60,177.6,0
0903,L167,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,Matemática Aplicada à Gestão do Risco,L1,24,24,161.8,0
0903,L209,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,Engenharia Eletrotécnica e de Computadores,L1,166,166,145.6,0
0903,L231,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,Engenharia de Micro e Nanotecnologias,L1,60,60,155.0,0
0904,9081,Universidade Nova de Lisboa - Faculdade de Economia,Economia,L1,225,227,168.5,0
0904,9147,Universidade Nova de Lisboa - Faculdade de Economia,Gestão,L1,290,298,172.5,0
0906,8259,Universidade Nova de Lisboa - Instituto Superior de Estatística e Gestão de Informação,Sistemas e Tecnologias de Informação,L1,43,45,162.6,0
0906,9155,Universidade Nova de Lisboa - Instituto Superior de Estatística e Gestão de Informação,Gestão de Informação,L1,64,64,170.3,0
0906,L188,Universidade Nova de Lisboa - Instituto Superior de Estatística e Gestão de Informação,Ciência de Dados,L1,40,40,160.6,0
0911,9078,Universidade Nova de Lisboa - Faculdade de Direito,Direito,L1,110,112,174.4,0
1000,8183,Universidade do Minho,Geografia e Planeamento,L1,44,44,146.4,0
1000,8184,Universidade do Minho,Optometria e Ciências da Visão,L1,35,35,135.2,0
1000,8358,Universidade do Minho,Direito (regime pós-laboral),L1,18,18,168.2,0
1000,8427,Universidade do Minho,Educação (regime pós-laboral),L1,26,26,132.8,0
1000,8494,Universidade do Minho,Design de Produto,L1,33,35,154.0,0
1000,9002,Universidade do Minho,Administração Pública,L1,45,45,160.2,0
1000,9006,Universidade do Minho,Arqueologia,L1,23,23,139.0,0
1000,9012,Universidade do Minho,Biologia e Geologia,L1,48,48,144.0,0
1000,9015,Universidade do Minho,Bioquímica,L1,68,69,165.4,0
1000,9019,Universidade do Minho,Ciência Política,L1,35,35,159.8,0
1000,9023,Universidade do Minho,Ciências da Comunicação,L1,65,66,170.0,0
1000,9056,Universidade do Minho,Contabilidade,L1,37,37,162.8,0
1000,9078,Universidade do Minho,Direito,L1,111,112,176.0,0
1000,9081,Universidade do Minho,Economia,L1,91,91,165.6,0
1000,9089,Universidade do Minho,Engenharia Civil,L1,40,31,122.8,9
1000,9096,Universidade do Minho,Engenharia de Materiais,L1,28,28,148.0,0
1000,9098,Universidade do Minho,Engenharia de Telecomunicações e Informática,L1,44,22,119.6,22
1000,9104,Universidade do Minho,Engenharia e Gestão Industrial,L1,68,68,179.4,0
1000,9113,Universidade do Minho,Engenharia Física,L1,37,37,168.2,0
1000,9119,Universidade do Minho,Engenharia Informática,L1,175,175,154.0,0
1000,9123,Universidade do Minho,Engenharia Mecânica,L1,85,87,163.0,0
1000,9126,Universidade do Minho,Engenharia Química e Biológica,L1,42,42,146.4,0
1000,9127,Universidade do Minho,Engenharia Têxtil,L1,25,10,118.6,15
1000,9134,Universidade do Minho,Estudos Culturais,L1,21,21,151.8,0
1000,9139,Universidade do Minho,Filosofia,L1,26,26,139.6,0
1000,9141,Universidade do Minho,Física,L1,27,27,131.6,0
1000,9146,Universidade do Minho,Geologia,L1,20,21,125.4,0
1000,9147,Universidade do Minho,Gestão,L1,91,93,169.4,0
1000,9181,Universidade do Minho,História,L1,43,43,154.8,0
1000,9192,Universidade do Minho,Línguas Aplicadas,L1,52,53,171.0,0
1000,9195,Universidade do Minho,Línguas e Literaturas Europeias,L1,60,60,153.8,0
1000,9205,Universidade do Minho,Marketing,L1,48,50,168.4,0
1000,9209,Universidade do Minho,Matemática,L1,32,32,137.4,0
1000,9219,Universidade do Minho,Psicologia,L1,70,72,168.2,0
1000,9223,Universidade do Minho,Química,L1,24,7,127.4,17
1000,9229,Universidade do Minho,Relações Internacionais,L1,67,68,168.4,0
1000,9240,Universidade do Minho,Sociologia,L1,60,60,153.4,0
1000,9243,Universidade do Minho,Teatro,L1,25,25,141.8,0
1000,9257,Universidade do Minho,Arquitetura,MI,58,59,172.3,0
1000,9353,Universidade do Minho,Educação,L1,50,50,148.8,0
1000,9379,Universidade do Minho,Ciências do Ambiente,L1,40,40,140.0,0
1000,9381,Universidade do Minho,Estatística Aplicada,L1,23,15,118.0,8
1000,9397,Universidade do Minho,Ciências da Computação,L1,80,78,120.4,2
1000,9455,Universidade do Minho,Engenharia Biomédica,L1,68,68,176.8,0
1000,9499,Universidade do Minho,Design e Marketing de Moda,L1,30,32,162.4,0
1000,9688,Universidade do Minho,Biologia Aplicada,L1,58,59,160.4,0
1000,9785,Universidade do Minho,Negócios Internacionais,L1,34,36,170.2,0
1000,9813,Universidade do Minho,Medicina,MI,120,121,187.8,0
1000,9817,Universidade do Minho,Artes Visuais,L1,25,26,152.5,0
1000,9853,Universidade do Minho,Educação Básica,L1,50,50,143.8,0
1000,9917,Universidade do Minho,Estudos Portugueses,L1,34,34,133.2,0
1000,L078,Universidade do Minho,Criminologia e Justiça Criminal,L1,35,35,170.0,0
1000,L112,Universidade do Minho,Proteção Civil e Gestão do Território,L1,22,10,125.2,12
1000,L147,Universidade do Minho,Estudos Orientais: Estudos Chineses e Japoneses,L1,37,39,164.4,0
1000,L215,Universidade do Minho,Engenharia e Gestão de Sistemas de Informação,L1,145,145,128.0,0
1000,L218,Universidade do Minho,Engenharia Eletrónica Industrial e Computadores,L1,90,82,128.2,8
